code,baseyear,lineupyear,survname,welfaretype,sample,vintage,geo_code,poor215_ln,poor365_ln,poor685_ln,prosgap2017,geo_code2_new
BOL,2021,2021,EH,INC,Cochabamba,Fall 2024,BOL_2015_GAUL1_40445,0.0149,0.0482,0.1478,2.3724053,BOL_2015_ADM1_40445
BOL,2021,2021,EH,INC,Oruro,Fall 2024,BOL_2015_GAUL1_40447,0.0139,0.0432,0.179,2.5474141,BOL_2015_ADM1_40447
BOL,2021,2021,EH,INC,Potosi,Fall 2024,BOL_2015_GAUL1_40448,0.1052,0.2221,0.3773,4.6498117,BOL_2015_ADM1_40448
BOL,2021,2021,EH,INC,Tarija,Fall 2024,BOL_2015_GAUL1_40450,0.0123,0.0501,0.1424,2.368486,BOL_2015_ADM1_40450
BOL,2021,2021,EH,INC,Santa Cruz,Fall 2024,BOL_2015_GAUL1_40449,0,0.0057,0.073,1.7340388,BOL_2015_ADM1_40449
BOL,2021,2021,EH,INC,Beni & Pando,Fall 2024,BOL_2015_GAULx_8,0.022,0.0413,0.1387,2.6178349,BOL_2015_ADM1_40443_648
BRA,2021,2021,PNADC-E5,INC,Rondonia,Fall 2024,BRA_2015_GAUL1_686,0.0578,0.0969,0.3033,4.525339,BRA_2015_ADM1_686
BRA,2021,2021,PNADC-E5,INC,Acre,Fall 2024,BRA_2015_GAUL1_665,0.1116,0.2033,0.4375,5.2179994,BRA_2015_ADM1_665
BRA,2021,2021,PNADC-E5,INC,Amazonas,Fall 2024,BRA_2015_GAUL1_668,0.1,0.2218,0.4873,5.4865197,BRA_2015_ADM1_668
BRA,2021,2021,PNADC-E5,INC,Roraima,Fall 2024,BRA_2015_GAUL1_687,0.0813,0.2063,0.4745,5.3842583,BRA_2015_ADM1_687
BRA,2021,2021,PNADC-E5,INC,Para,Fall 2024,BRA_2015_GAUL1_678,0.0951,0.1961,0.4452,5.2198552,BRA_2015_ADM1_678
BRA,2021,2021,PNADC-E5,INC,Amapa,Fall 2024,BRA_2015_GAUL1_667,0.071,0.1566,0.4827,5.0524234,BRA_2015_ADM1_667
BRA,2021,2021,PNADC-E5,INC,Tocantins,Fall 2024,BRA_2015_GAUL1_691,0.0462,0.0931,0.3207,3.8350253,BRA_2015_ADM1_691
BRA,2021,2021,PNADC-E5,INC,Maranhao,Fall 2024,BRA_2015_GAUL1_674,0.1484,0.2734,0.5421,6.3415493,BRA_2015_ADM1_674
BRA,2021,2021,PNADC-E5,INC,Piaui,Fall 2024,BRA_2015_GAUL1_682,0.1023,0.1993,0.4119,4.910661,BRA_2015_ADM1_682
BRA,2021,2021,PNADC-E5,INC,Ceara,Fall 2024,BRA_2015_GAUL1_670,0.1101,0.2079,0.444,5.509945,BRA_2015_ADM1_670
BRA,2021,2021,PNADC-E5,INC,Rio Grande Do Norte,Fall 2024,BRA_2015_GAUL1_684,0.0835,0.1872,0.4127,4.6194494,BRA_2015_ADM1_684
BRA,2021,2021,PNADC-E5,INC,Paraiba,Fall 2024,BRA_2015_GAUL1_679,0.1218,0.215,0.4618,5.8393576,BRA_2015_ADM1_679
BRA,2021,2021,PNADC-E5,INC,Pernambuco,Fall 2024,BRA_2015_GAUL1_681,0.1244,0.2336,0.4806,5.9323911,BRA_2015_ADM1_681
BRA,2021,2021,PNADC-E5,INC,Alagoas,Fall 2024,BRA_2015_GAUL1_666,0.1145,0.2182,0.4985,5.9491233,BRA_2015_ADM1_666
BRA,2021,2021,PNADC-E5,INC,Sergipe,Fall 2024,BRA_2015_GAUL1_690,0.0989,0.1974,0.46,5.0936231,BRA_2015_ADM1_690
BRA,2021,2021,PNADC-E5,INC,Bahia,Fall 2024,BRA_2015_GAUL1_669,0.1063,0.2003,0.4443,5.4286531,BRA_2015_ADM1_669
BRA,2021,2021,PNADC-E5,INC,Minas Gerais,Fall 2024,BRA_2015_GAUL1_677,0.0353,0.0699,0.229,3.2618619,BRA_2015_ADM1_677
BRA,2021,2021,PNADC-E5,INC,Espirito Santo,Fall 2024,BRA_2015_GAUL1_672,0.0492,0.0936,0.2623,3.9350026,BRA_2015_ADM1_672
BRA,2021,2021,PNADC-E5,INC,Rio De Janeiro,Fall 2024,BRA_2015_GAUL1_683,0.0483,0.0851,0.2195,3.3939635,BRA_2015_ADM1_683
BRA,2021,2021,PNADC-E5,INC,Sao Paulo,Fall 2024,BRA_2015_GAUL1_689,0.0293,0.056,0.1785,2.8737968,BRA_2015_ADM1_689
BRA,2021,2021,PNADC-E5,INC,Parana,Fall 2024,BRA_2015_GAUL1_680,0.0242,0.0457,0.1665,2.7015134,BRA_2015_ADM1_680
BRA,2021,2021,PNADC-E5,INC,Santa Catarina,Fall 2024,BRA_2015_GAUL1_688,0.0147,0.031,0.0984,2.1918569,BRA_2015_ADM1_688
BRA,2021,2021,PNADC-E5,INC,Rio Grande Do Sul,Fall 2024,BRA_2015_GAUL1_685,0.0171,0.0314,0.1144,2.286942,BRA_2015_ADM1_685
BRA,2021,2021,PNADC-E5,INC,Mato Grosso Do Sul,Fall 2024,BRA_2015_GAUL1_676,0.0283,0.0562,0.2238,3.2906485,BRA_2015_ADM1_676
BRA,2021,2021,PNADC-E5,INC,Mato Grosso,Fall 2024,BRA_2015_GAUL1_675,0.0219,0.0561,0.2069,2.9160504,BRA_2015_ADM1_675
BRA,2021,2021,PNADC-E5,INC,Goias,Fall 2024,BRA_2015_GAUL1_673,0.0221,0.0608,0.2304,3.004813,BRA_2015_ADM1_673
BRA,2021,2021,PNADC-E5,INC,Distrito Federal,Fall 2024,BRA_2015_GAUL1_671,0.036,0.0624,0.1796,3.1164033,BRA_2015_ADM1_671
BTN,2022,2021,BLSS,CONS,Chhukha,Fall 2024,BTN_2015_GAUL1_623,0,0.0564,0.3124,3.1155943,BTN_2015_ADM1_623
BTN,2022,2021,BLSS,CONS,Haa,Fall 2024,BTN_2015_GAUL1_41309,0,0.0412,0.2704,2.8841717,BTN_2015_ADM1_41309
BTN,2022,2021,BLSS,CONS,Paro,Fall 2024,BTN_2015_GAUL1_629,0.0022,0.0103,0.2041,2.5969905,BTN_2015_ADM1_629
