code,baseyear,lineupyear,survname,welfaretype,sample,vintage,geo_code,poor215_ln,poor365_ln,poor685_ln,prosgap2017,geo_code2_new
FJI,2019,2021,HIES,CONS,Eastern,Fall 2024,FJI_2015_GAUL1_40188,0.0518,0.3335,0.7884,6.1965092,FJI_2015_ADM1_40188
FJI,2019,2021,HIES,CONS,Northern,Fall 2024,FJI_2015_GAUL1_40189,0.0323,0.2136,0.7373,5.4002089,FJI_2015_ADM1_40189
FJI,2019,2021,HIES,CONS,Western,Fall 2024,FJI_2015_GAUL1_40190,0.0321,0.2018,0.6491,5.0754672,FJI_2015_ADM1_40190
FRA,2021,2021,EU-SILC,INC,Ile-de-France (FR10),Fall 2024,FRA_2021_NUTS2_FR10,0,0,0.0082,1.0012537,FRA_2015_ADM1_1259
FRA,2021,2021,EU-SILC,INC,Champagne-Ardenne (FRF2),Fall 2024,FRA_2021_NUTS2_FRF2,0,0,0,0.63600931,FRA_2015_ADM1_1248
FRA,2021,2021,EU-SILC,INC,Lorraine (FRF3),Fall 2024,FRA_2021_NUTS2_FRF3,0,0,0.002,0.79190213,FRA_2015_ADM1_1257
FRA,2021,2021,EU-SILC,INC,Pays de la Loire (FRG0),Fall 2024,FRA_2021_NUTS2_FRG0,0,0,0.007,0.95223715,FRA_2015_ADM1_1266
FRA,2021,2021,EU-SILC,INC,Bretagne (FRH0),Fall 2024,FRA_2021_NUTS2_FRH0,0,0,0.0012,0.62493015,FRA_2015_ADM1_1253
FRA,2021,2021,EU-SILC,INC,Aquitaine (FRI1),Fall 2024,FRA_2021_NUTS2_FRI1,0,0,0.0052,0.65375898,FRA_2015_ADM1_1268
FRA,2021,2021,EU-SILC,INC,Limousin (FRI2),Fall 2024,FRA_2021_NUTS2_FRI2,0,0,0.0171,0.64323508,FRA_2015_ADM1_1249
FRA,2021,2021,EU-SILC,INC,Poitou-Charentes (FRI3),Fall 2024,FRA_2021_NUTS2_FRI3,0,0,0.004,0.82092813,FRA_2015_ADM1_1264
FRA,2021,2021,EU-SILC,INC,Languedoc-Roussillon (FRJ1),Fall 2024,FRA_2021_NUTS2_FRJ1,0,0,0.0054,1.1081034,FRA_2015_ADM1_1262
FRA,2021,2021,EU-SILC,INC,Midi-Pyrénées (FRJ2),Fall 2024,FRA_2021_NUTS2_FRJ2,0,0,0.0011,0.63036963,FRA_2015_ADM1_1270
FRA,2021,2021,EU-SILC,INC,Auvergne (FRK1),Fall 2024,FRA_2021_NUTS2_FRK1,0,0,0.0042,1.0524389,FRA_2015_ADM1_1250
FRA,2021,2021,EU-SILC,INC,Centre — Val de Loire (FRB0),Fall 2024,FRA_2021_NUTS2_FRB0,0,0,0.001,0.6296256,FRA_2015_ADM1_1255
FRA,2021,2021,EU-SILC,INC,Rhône-Alpes (FRK2),Fall 2024,FRA_2021_NUTS2_FRK2,0,0,0.0071,0.89350032,FRA_2015_ADM1_1260
FRA,2021,2021,EU-SILC,INC,Provence-Alpes-Côte d’Azur (FRL0),Fall 2024,FRA_2021_NUTS2_FRL0,0,0,0.0043,0.89887963,FRA_2015_ADM1_1269
FRA,2021,2021,EU-SILC,INC,Corse (FRM0),Fall 2024,FRA_2021_NUTS2_FRM0,0,0,0,0.63180365,FRA_2015_ADM1_1256
FRA,2021,2021,EU-SILC,INC,Bourgogne (FRC1),Fall 2024,FRA_2021_NUTS2_FRC1,0,0,0.0171,0.9683299,FRA_2015_ADM1_1267
FRA,2021,2021,EU-SILC,INC,Franche-Comté (FRC2),Fall 2024,FRA_2021_NUTS2_FRC2,0,0,0,0.57312234,FRA_2015_ADM1_1258
FRA,2021,2021,EU-SILC,INC,Basse-Normandie (FRD1),Fall 2024,FRA_2021_NUTS2_FRD1,0,0,0,0.55533981,FRA_2015_ADM1_1254
FRA,2021,2021,EU-SILC,INC,Haute-Normandie (FRD2),Fall 2024,FRA_2021_NUTS2_FRD2,0,0,0.0016,0.70236561,FRA_2015_ADM1_1251
FRA,2021,2021,EU-SILC,INC,Nord-Pas de Calais (FRE1),Fall 2024,FRA_2021_NUTS2_FRE1,0,0,0,0.66199519,FRA_2015_ADM1_1252
FRA,2021,2021,EU-SILC,INC,Picardie (FRE2),Fall 2024,FRA_2021_NUTS2_FRE2,0,0,0.0072,1.2909527,FRA_2015_ADM1_1265
FRA,2021,2021,EU-SILC,INC,Alsace (FRF1),Fall 2024,FRA_2021_NUTS2_FRF1,0,0,0.0086,1.0593217,FRA_2015_ADM1_1263
FSM,2013,2021,HIES,CONS,National,Fall 2024,FSM_2020_WB0,0.1639,0.4163,0.7538,8.6325878,
GAB,2017,2021,EGEP,CONS,National,Fall 2024,GAB_2020_WB0,0.0314,0.1033,0.3525,3.7123957,
GBR,2021,2021,FRS-LIS,INC,Wales (UKL),Fall 2024,GBR_2021_NUTS1_UKL,0.0022,0.0051,0.0051,,GBR_2015_ADMx_NUTS_UKL
GBR,2021,2021,FRS-LIS,INC,Scotland (UKM),Fall 2024,GBR_2021_NUTS1_UKM,0.0052,0.006,0.0129,,GBR_2015_ADMx_NUTS_UKM
GBR,2021,2021,FRS-LIS,INC,Northern Ireland (UKN),Fall 2024,GBR_2021_NUTS1_UKN,0.0016,0.0016,0.0035,,GBR_2015_ADMx_NUTS_UKN
GBR,2021,2021,FRS-LIS,INC,North East (England) (UKC),Fall 2024,GBR_2021_NUTS1_UKC,0.0077,0.0077,0.016,,GBR_2015_ADMx_NUTS_UKC
GBR,2021,2021,FRS-LIS,INC,North West (England) (UKD),Fall 2024,GBR_2021_NUTS1_UKD,0.0022,0.0022,0.0044,,GBR_2015_ADMx_NUTS_UKD
GBR,2021,2021,FRS-LIS,INC,Yorkshire and the Humber (UKE),Fall 2024,GBR_2021_NUTS1_UKE,0.0046,0.0057,0.006,,GBR_2015_ADMx_NUTS_UKE
GBR,2021,2021,FRS-LIS,INC,East Midlands (England) (UKF),Fall 2024,GBR_2021_NUTS1_UKF,0.0007,0.0017,0.0059,,GBR_2015_ADMx_NUTS_UKF
GBR,2021,2021,FRS-LIS,INC,West Midlands (England) (UKG),Fall 2024,GBR_2021_NUTS1_UKG,0.0036,0.0044,0.0094,,GBR_2015_ADMx_NUTS_UKG
GBR,2021,2021,FRS-LIS,INC,East of England (UKH),Fall 2024,GBR_2021_NUTS1_UKH,0.0008,0.0008,0.0013,,GBR_2015_ADMx_NUTS_UKH
GBR,2021,2021,FRS-LIS,INC,London (UKI),Fall 2024,GBR_2021_NUTS1_UKI,0.005,0.0081,0.0182,,GBR_2015_ADMx_NUTS_UKI
GBR,2021,2021,FRS-LIS,INC,South East (England) (UKJ),Fall 2024,GBR_2021_NUTS1_UKJ,0.0038,0.0063,0.0077,,GBR_2015_ADMx_NUTS_UKJ
GBR,2021,2021,FRS-LIS,INC,South West (England) (UKK),Fall 2024,GBR_2021_NUTS1_UKK,0.0038,0.0055,0.01,,GBR_2015_ADMx_NUTS_UKK
GEO,2021,2021,HIS,CONS,Kakheti,Fall 2024,GEO_2015_GAUL1_1300,0.032,0.0961,0.4198,4.3418208,GEO_2015_ADM1_1300
GEO,2021,2021,HIS,CONS,Tbilisi,Fall 2024,GEO_2015_GAUL1_1307,0.0343,0.1575,0.5289,4.5070904,GEO_2015_ADM1_1307
GEO,2021,2021,HIS,CONS,Imerati & Racha-Lechkhumi and Kvemo (lower) Svaneti,Fall 2024,GEO_2015_GAULx_10,0.053,0.1732,0.5172,4.9280759,GEO_2015_ADMx_92_1
GEO,2021,2021,HIS,CONS,Mtskheta-Mtianeti,Fall 2024,GEO_2015_GAUL1_1302,0.0273,0.1975,0.5765,4.8053861,GEO_2015_ADM1_1302
GEO,2021,2021,HIS,CONS,Shida Kartli,Fall 2024,GEO_2015_GAUL1_1306,0.0405,0.1366,0.5,4.5022757,GEO_2015_ADM1_1306
GEO,2021,2021,HIS,CONS,Kvemo Kartli,Fall 2024,GEO_2015_GAUL1_1301,0.1437,0.3128,0.6126,6.6036794,GEO_2015_ADM1_1301
GEO,2021,2021,HIS,CONS,Samtskhe-Javakheti,Fall 2024,GEO_2015_GAUL1_1305,0.048,0.1694,0.5438,4.8219836,GEO_2015_ADM1_1305
GEO,2021,2021,HIS,CONS,Adjara Aut. Rep.,Fall 2024,GEO_2015_GAUL1_1297,0.0692,0.2551,0.677,5.9465344,GEO_2015_ADM1_1297
GEO,2021,2021,HIS,CONS,Guria,Fall 2024,GEO_2015_GAUL1_1298,0.0925,0.3425,0.7262,6.2715227,GEO_2015_ADM1_1298
GEO,2021,2021,HIS,CONS,Samergelo and Zemo (upper) Svaneti,Fall 2024,GEO_2015_GAUL1_1304,0.0291,0.195,0.6013,4.9400347,GEO_2015_ADM1_1304
GHA,2016,2021,GLSS-VII,CONS,Western,Fall 2024,GHA_2015_GAUL1_1333,0.159,0.4662,0.8105,7.668199,GHA_2015_ADM1_1333
GHA,2016,2021,GLSS-VII,CONS,Upper West,Fall 2024,GHA_2015_GAUL1_1331,0.708,0.8759,0.9707,27.449884,GHA_2015_ADM1_1331
GHA,2016,2021,GLSS-VII,CONS,Central,Fall 2024,GHA_2015_GAUL1_1326,0.1359,0.4192,0.7628,7.1171748,GHA_2015_ADM1_1326
GHA,2016,2021,GLSS-VII,CONS,Greater Accra,Fall 2024,GHA_2015_GAUL1_1328,0.0218,0.0733,0.3941,3.6659308,GHA_2015_ADM1_1328
GHA,2016,2021,GLSS-VII,CONS,Volta,Fall 2024,GHA_2015_GAUL1_1332,0.3507,0.6504,0.9033,11.957601,GHA_2015_ADM1_1332
GHA,2016,2021,GLSS-VII,CONS,Eastern,Fall 2024,GHA_2015_GAUL1_1327,0.1284,0.4135,0.7788,7.1101907,GHA_2015_ADM1_1327
GHA,2016,2021,GLSS-VII,CONS,Ashanti,Fall 2024,GHA_2015_GAUL1_1324,0.1151,0.3176,0.7121,6.3635788,GHA_2015_ADM1_1324
GHA,2016,2021,GLSS-VII,CONS,Brong Ahafo,Fall 2024,GHA_2015_GAUL1_1325,0.267,0.5573,0.867,10.192923,GHA_2015_ADM1_1325
GHA,2016,2021,GLSS-VII,CONS,Northern,Fall 2024,GHA_2015_GAUL1_1329,0.5996,0.7938,0.9452,18.215421,GHA_2015_ADM1_1329
GHA,2016,2021,GLSS-VII,CONS,Upper East,Fall 2024,GHA_2015_GAUL1_1330,0.594,0.8509,0.9472,18.761733,GHA_2015_ADM1_1330
GIN,2018,2021,EHCVM,CONS,Boke,Fall 2024,GIN_2015_GAUL1_40700,0.1214,0.4857,0.8977,7.4210683,GIN_2015_ADM1_40700
GIN,2018,2021,EHCVM,CONS,Conakry,Fall 2024,GIN_2015_GAUL1_40701,0.0065,0.0842,0.521,4.1240698,GIN_2015_ADM1_40701
GIN,2018,2021,EHCVM,CONS,Faranah,Fall 2024,GIN_2015_GAUL1_40702,0.2529,0.6423,0.9605,9.2622016,GIN_2015_ADM1_40702
GIN,2018,2021,EHCVM,CONS,Kankan,Fall 2024,GIN_2015_GAUL1_40703,0.0274,0.2761,0.8506,5.9067535,GIN_2015_ADM1_40703
GIN,2018,2021,EHCVM,CONS,Kindia,Fall 2024,GIN_2015_GAUL1_40704,0.205,0.592,0.9225,8.6066955,GIN_2015_ADM1_40704
GIN,2018,2021,EHCVM,CONS,Labe,Fall 2024,GIN_2015_GAUL1_40705,0.281,0.6899,0.952,10.398735,GIN_2015_ADM1_40705
GIN,2018,2021,EHCVM,CONS,Mamou,Fall 2024,GIN_2015_GAUL1_40706,0.1073,0.4865,0.9088,7.490554,GIN_2015_ADM1_40706
GIN,2018,2021,EHCVM,CONS,Nzerekore,Fall 2024,GIN_2015_GAUL1_40707,0.1288,0.5378,0.9308,7.9142433,GIN_2015_ADM1_40707
GMB,2020,2021,IHS,CONS,Banjul,Fall 2024,GMB_2015_GAUL2_16405,0,0.0351,0.3694,3.3837306,GMB_2015_GADM2_GMB_GMB.1_1_GMB.1.1
GMB,2020,2021,IHS,CONS,Kombo Saint Mary,Fall 2024,GMB_2015_GAUL2_16416,0.0052,0.0615,0.4566,4.0059382,GMB_2015_GADM2_GMB_GMB.1_1_GMB.1.2
GMB,2020,2021,IHS,CONS,West Coast,Fall 2024,GMB_2015_GAUL1_1290,0.121,0.4112,0.7898,7.0003337,GMB_2015_GADM1_GMB_GMB.6_1
GMB,2020,2021,IHS,CONS,Lower River,Fall 2024,GMB_2015_GAUL1_1287,0.1968,0.5616,0.9158,8.6873347,GMB_2015_GADM1_GMB_GMB.2_1
GMB,2020,2021,IHS,CONS,North Bank,Fall 2024,GMB_2015_GAUL1_1288,0.2762,0.6702,0.9469,9.9692406,GMB_2015_GADM1_GMB_GMB.4_1
GMB,2020,2021,IHS,CONS,Sami & Upper Saloum & Niani & Nianija & Lower Saloum,Fall 2024,GMB_2015_GAULx_6,0.4557,0.8103,0.9702,12.186714,GMB_2015_GADMx_90_1
GMB,2020,2021,IHS,CONS,Niamina East & Niamina West & Fulladu West & Janjanbureh & Niamina Dankunku,Fall 2024,GMB_2015_GAULx_7,0.2124,0.5916,0.9176,8.8997568,GMB_2015_GADMx_90_2
GMB,2020,2021,IHS,CONS,Upper River,Fall 2024,GMB_2015_GAUL1_1289,0.2206,0.6245,0.9325,9.2038364,GMB_2015_GADM1_GMB_GMB.5_1
GNB,2021,2021,EHCVM,CONS,Tombali,Fall 2024,GNB_2015_GAUL1_1393,0.2829,0.7451,0.9672,9.5750656,GNB_2015_ADM1_1393
GNB,2021,2021,EHCVM,CONS,Quinara,Fall 2024,GNB_2015_GAUL1_1391,0.3669,0.8316,0.9941,10.925999,GNB_2015_ADM1_1391
GNB,2021,2021,EHCVM,CONS,Oio,Fall 2024,GNB_2015_GAUL1_1390,0.4466,0.8351,0.9839,11.517564,GNB_2015_ADM1_1390
GNB,2021,2021,EHCVM,CONS,Biombo,Fall 2024,GNB_2015_GAUL1_1386,0.2186,0.7224,0.9538,9.1307147,GNB_2015_ADM1_1386
GNB,2021,2021,EHCVM,CONS,Bolama/bijagos,Fall 2024,GNB_2015_GAUL1_1387,0.307,0.6995,0.9659,9.810216,GNB_2015_ADM1_1387
GNB,2021,2021,EHCVM,CONS,Bafata,Fall 2024,GNB_2015_GAUL1_1385,0.2985,0.7232,0.9642,9.8582962,GNB_2015_ADM1_1385
GNB,2021,2021,EHCVM,CONS,Gabu,Fall 2024,GNB_2015_GAUL1_1389,0.4411,0.7615,0.961,11.580382,GNB_2015_ADM1_1389
GNB,2021,2021,EHCVM,CONS,Cacheu,Fall 2024,GNB_2015_GAUL1_1388,0.2456,0.6768,0.9491,9.1974086,GNB_2015_ADM1_1388
GNB,2021,2021,EHCVM,CONS,Sector Autonomo De Bissau,Fall 2024,GNB_2015_GAUL1_1392,0.0149,0.1881,0.688,5.0100597,GNB_2015_ADM1_1392
GRC,2021,2021,EU-SILC,INC,Attiki (EL3),Fall 2024,GRC_2021_NUTS1_EL3,0,0,0.0262,2.0859934,GRC_2015_ADMx_NUTS_EL3
GRC,2021,2021,EU-SILC,INC,"Nisia Aigaiou, Kriti (EL4)",Fall 2024,GRC_2021_NUTS1_EL4,0,0,0.0223,2.5393388,GRC_2015_ADMx_NUTS_EL4
GRC,2021,2021,EU-SILC,INC,Voreia Elláda (EL5),Fall 2024,GRC_2021_NUTS1_EL5,0,0,0.0394,3.0864196,GRC_2015_ADMx_NUTS_EL5
GRC,2021,2021,EU-SILC,INC,Kentriki Elláda (EL6),Fall 2024,GRC_2021_NUTS1_EL6,0,0,0.0245,2.4079318,GRC_2015_ADMx_NUTS_EL6
GRD,2018,2021,SLCHB,CONS,National,Fall 2024,GRD_2020_WB0,0.0032,0.0168,0.1585,2.3011482,
GTM,2014,2021,ENCOVI,INC,National,Fall 2024,GTM_2020_WB0,0.0677,0.2077,0.4815,,
GUY,1998,2021,GLSMS,INC,National,Fall 2024,GUY_2020_WB0,0.0397,0.0616,0.1308,,
HND,2019,2021,EPHPM,INC,National,Fall 2024,HND_2020_WB0,0.1294,0.266,0.4978,,
HRV,2021,2021,EU-SILC,INC,National,Fall 2024,HRV_2020_WB0,0.003,0.0038,0.0174,1.2439413,
HTI,2012,2021,ECVMAS,CONS,Artibonite,Fall 2024,HTI_2015_GAUL1_1409,0.3001,0.6272,0.9047,11.277769,HTI_2015_ADM1_1409
HTI,2012,2021,ECVMAS,CONS,Sud Est,Fall 2024,HTI_2015_GAUL1_1417,0.338,0.6608,0.9142,11.380275,HTI_2015_ADM1_1417
HTI,2012,2021,ECVMAS,CONS,Centre,Fall 2024,HTI_2015_GAUL1_1410,0.4433,0.7539,0.9313,13.175232,HTI_2015_ADM1_1410
HTI,2012,2021,ECVMAS,CONS,Grande Anse,Fall 2024,HTI_2015_GAUL1_72911,0.4622,0.8201,0.9586,14.005056,HTI_2015_ADM1_72911
HTI,2012,2021,ECVMAS,CONS,Nippes,Fall 2024,HTI_2015_GAUL1_72912,0.3768,0.6901,0.9448,11.411335,HTI_2015_ADM1_72912
HTI,2012,2021,ECVMAS,CONS,Nord,Fall 2024,HTI_2015_GAUL1_1412,0.4195,0.7012,0.9167,12.81346,HTI_2015_ADM1_1412
HTI,2012,2021,ECVMAS,CONS,Nord Est,Fall 2024,HTI_2015_GAUL1_1413,0.5385,0.8003,0.9604,17.004784,HTI_2015_ADM1_1413
HTI,2012,2021,ECVMAS,CONS,Nord Ouest,Fall 2024,HTI_2015_GAUL1_1414,0.5628,0.8202,0.9525,15.742355,HTI_2015_ADM1_1414
HTI,2012,2021,ECVMAS,CONS,Ouest,Fall 2024,HTI_2015_GAUL1_1415,0.1433,0.4075,0.7838,7.3989763,HTI_2015_ADM1_1415
HTI,2012,2021,ECVMAS,CONS,Sud,Fall 2024,HTI_2015_GAUL1_1416,0.387,0.6668,0.905,12.21634,HTI_2015_ADM1_1416
HUN,2021,2021,EU-SILC,INC,Közép-Magyarország (HU1),Fall 2024,HUN_2021_NUTS1_HU1,0.0055,0.0082,0.0189,1.4136661,HUN_2015_ADMx_NUTS_HU1
HUN,2021,2021,EU-SILC,INC,Dunántúl (HU2),Fall 2024,HUN_2021_NUTS1_HU2,0.0038,0.0059,0.0141,1.3247242,HUN_2015_ADMx_NUTS_HU2
HUN,2021,2021,EU-SILC,INC,Alföld és Észak (HU3),Fall 2024,HUN_2021_NUTS1_HU3,0.0029,0.0102,0.0292,1.559675,HUN_2015_ADMx_NUTS_HU3
IDN,2021,2021,SUSENAS,CONS,Nangroe Aceh Darussalam,Fall 2024,IDN_2015_GAUL1_1512,0.0072,0.1588,0.6062,4.6311984,IDN_2015_ADM1_1512
IDN,2021,2021,SUSENAS,CONS,Sumatera Utara,Fall 2024,IDN_2015_GAUL1_1537,0.0092,0.1553,0.665,4.7695987,IDN_2015_ADM1_1537
IDN,2021,2021,SUSENAS,CONS,Sumatera Barat,Fall 2024,IDN_2015_GAUL1_1535,0.0037,0.1051,0.6133,4.3960541,IDN_2015_ADM1_1535
IDN,2021,2021,SUSENAS,CONS,Riau,Fall 2024,IDN_2015_GAUL1_73618,0.0053,0.1314,0.6322,4.5509037,IDN_2015_ADM1_73618
IDN,2021,2021,SUSENAS,CONS,Jambi,Fall 2024,IDN_2015_GAUL1_1518,0.0058,0.1653,0.6173,4.6709423,IDN_2015_ADM1_1518
IDN,2021,2021,SUSENAS,CONS,Sumatera Selatan,Fall 2024,IDN_2015_GAUL1_73622,0.03,0.2217,0.6232,5.0472493,IDN_2015_ADM1_73622
IDN,2021,2021,SUSENAS,CONS,Bengkulu,Fall 2024,IDN_2015_GAUL1_1514,0.0086,0.1724,0.6306,4.7697965,IDN_2015_ADM1_1514
IDN,2021,2021,SUSENAS,CONS,Lampung,Fall 2024,IDN_2015_GAUL1_1526,0.0115,0.2058,0.665,5.0261306,IDN_2015_ADM1_1526
IDN,2021,2021,SUSENAS,CONS,Bangka Belitung,Fall 2024,IDN_2015_GAUL1_73609,0.0002,0.0562,0.6458,4.2587839,IDN_2015_ADM1_73609
IDN,2021,2021,SUSENAS,CONS,Kepulauan-riau,Fall 2024,IDN_2015_GAUL1_73614,0.0109,0.1102,0.4739,3.9929676,IDN_2015_ADM1_73614
IDN,2021,2021,SUSENAS,CONS,Dki Jakarta,Fall 2024,IDN_2015_GAUL1_1516,0.0042,0.1193,0.4901,3.9599657,IDN_2015_ADM1_1516
IDN,2021,2021,SUSENAS,CONS,Jawa Barat,Fall 2024,IDN_2015_GAUL1_73613,0.036,0.2344,0.6068,5.0343166,IDN_2015_ADM1_73613
IDN,2021,2021,SUSENAS,CONS,Jawa Tengah,Fall 2024,IDN_2015_GAUL1_1520,0.0216,0.2328,0.6306,5.0368518,IDN_2015_ADM1_1520
IDN,2021,2021,SUSENAS,CONS,Daerah Istimewa Yogyakarta,Fall 2024,IDN_2015_GAUL1_1515,0.0252,0.2109,0.5903,4.7767017,IDN_2015_ADM1_1515
IDN,2021,2021,SUSENAS,CONS,Jawa Timur,Fall 2024,IDN_2015_GAUL1_1521,0.0116,0.1924,0.6128,4.7671249,IDN_2015_ADM1_1521
IDN,2021,2021,SUSENAS,CONS,Banten,Fall 2024,IDN_2015_GAUL1_73610,0.0101,0.1467,0.6019,4.542632,IDN_2015_ADM1_73610
IDN,2021,2021,SUSENAS,CONS,Bali,Fall 2024,IDN_2015_GAUL1_1513,0.0085,0.1851,0.5973,4.6442356,IDN_2015_ADM1_1513
IDN,2021,2021,SUSENAS,CONS,Nusatenggara Barat,Fall 2024,IDN_2015_GAUL1_1528,0.0382,0.211,0.5466,4.8154429,IDN_2015_ADM1_1528
IDN,2021,2021,SUSENAS,CONS,Nusatenggara Timur,Fall 2024,IDN_2015_GAUL1_1529,0.1837,0.4861,0.8342,7.6108822,IDN_2015_ADM1_1529
IDN,2021,2021,SUSENAS,CONS,Kalimantan Barat,Fall 2024,IDN_2015_GAUL1_1522,0.0266,0.2478,0.7232,5.3913234,IDN_2015_ADM1_1522
IDN,2021,2021,SUSENAS,CONS,Kalimantan Tengah,Fall 2024,IDN_2015_GAUL1_1524,0.0144,0.1741,0.6236,4.7772175,IDN_2015_ADM1_1524
IDN,2021,2021,SUSENAS,CONS,Kalimantan Selatan,Fall 2024,IDN_2015_GAUL1_1523,0.0062,0.1239,0.5856,4.425306,IDN_2015_ADM1_1523
IDN,2021,2021,SUSENAS,CONS,Kalimantan Timur,Fall 2024,IDN_2015_GAUL1_1525,0.0118,0.1362,0.6018,4.5148924,IDN_2015_ADM1_1525
IDN,2021,2021,SUSENAS,CONS,Sulawesi Utara,Fall 2024,IDN_2015_GAUL1_73621,0.0508,0.2878,0.65,5.513763,IDN_2015_ADM1_73621
IDN,2021,2021,SUSENAS,CONS,Sulawesi Tengah,Fall 2024,IDN_2015_GAUL1_1532,0.0291,0.2423,0.7147,5.423318,IDN_2015_ADM1_1532
IDN,2021,2021,SUSENAS,CONS,Sulawesi Selatan,Fall 2024,IDN_2015_GAUL1_73620,0.058,0.2889,0.6388,5.477348,IDN_2015_ADM1_73620
IDN,2021,2021,SUSENAS,CONS,Sulawesi Tenggara,Fall 2024,IDN_2015_GAUL1_1533,0.0693,0.32,0.6702,5.7658003,IDN_2015_ADM1_1533
IDN,2021,2021,SUSENAS,CONS,Gorontalo,Fall 2024,IDN_2015_GAUL1_73611,0.0979,0.3307,0.6754,5.9894003,IDN_2015_ADM1_73611
IDN,2021,2021,SUSENAS,CONS,Sulawesi Barat,Fall 2024,IDN_2015_GAUL1_73619,0.0562,0.3459,0.7316,5.9775135,IDN_2015_ADM1_73619
IDN,2021,2021,SUSENAS,CONS,Maluku,Fall 2024,IDN_2015_GAUL1_73615,0.071,0.3789,0.8177,6.5005824,IDN_2015_ADM1_73615
IDN,2021,2021,SUSENAS,CONS,Maluku Utara,Fall 2024,IDN_2015_GAUL1_73616,0.0424,0.3606,0.8084,6.1946787,IDN_2015_ADM1_73616
IDN,2021,2021,SUSENAS,CONS,Papua Barat,Fall 2024,IDN_2015_GAUL1_73612,0.1189,0.3377,0.6988,6.3700005,IDN_2015_ADM1_73612
IDN,2021,2021,SUSENAS,CONS,Papua,Fall 2024,IDN_2015_GAUL1_73617,0.2544,0.5414,0.8442,8.7305327,IDN_2015_ADM1_73617
IND,2021,2021,CPHS,CONS,National,Fall 2024,IND_2020_WB0,0.1371,0.4527,0.822,,
IRL,2021,2021,EU-SILC,INC,National,Fall 2024,IRL_2020_WB0,0,0.001,0.0026,0.65016669,
IRN,2021,2021,HEIS,CONS,Markazi,Fall 2024,IRN_2015_GAUL1_1556,0.0076,0.0231,0.1355,2.3221056,IRN_2015_ADM1_1556
IRN,2021,2021,HEIS,CONS,Esfahan,Fall 2024,IRN_2015_GAUL1_1543,0,0.0176,0.1404,2.4079124,IRN_2015_ADM1_1543
IRN,2021,2021,HEIS,CONS,Bardeskan & Chenaran & Dar-e Gaz & Fariman & Kashmar & Khvaf & Mashhad & Nishabur & Quchan & Sabzevar & Sarakhs & Taybad & Torbat-e heydarieh & Torbat-e jam & Gonabad,Fall 2024,IRN_2015_GAULx_10,0.0046,0.0423,0.2453,2.9078116,IRN_2015_ADMx_117_1
IRN,2021,2021,HEIS,CONS,Sistan-o baluchestan,Fall 2024,IRN_2015_GAUL1_1559,0.1125,0.3869,0.6894,6.8112409,IRN_2015_ADM1_1559
IRN,2021,2021,HEIS,CONS,Kordestan,Fall 2024,IRN_2015_GAUL1_1553,0.0004,0.0063,0.2577,2.8813082,IRN_2015_ADM1_1553
IRN,2021,2021,HEIS,CONS,Hamedan,Fall 2024,IRN_2015_GAUL1_1546,0.0048,0.0484,0.3167,3.1596707,IRN_2015_ADM1_1546
IRN,2021,2021,HEIS,CONS,Chaharmahal-o bakhtiyar,Fall 2024,IRN_2015_GAUL1_1541,0,0.0289,0.2208,2.7689516,IRN_2015_ADM1_1541
IRN,2021,2021,HEIS,CONS,Lorestan,Fall 2024,IRN_2015_GAUL1_1555,0.001,0.0405,0.324,3.2495485,IRN_2015_ADM1_1555
IRN,2021,2021,HEIS,CONS,Ilam,Fall 2024,IRN_2015_GAUL1_1549,0.0024,0.036,0.3416,3.2739113,IRN_2015_ADM1_1549
IRN,2021,2021,HEIS,CONS,Kohgiluyeh va boyerahma,Fall 2024,IRN_2015_GAUL1_1552,0.0055,0.0654,0.32,3.3057505,IRN_2015_ADM1_1552
IRN,2021,2021,HEIS,CONS,Bushehr,Fall 2024,IRN_2015_GAUL1_1540,0,0.0034,0.1132,2.3337825,IRN_2015_ADM1_1540
IRN,2021,2021,HEIS,CONS,Gilan,Fall 2024,IRN_2015_GAUL1_1545,0,0.013,0.2007,2.6117698,IRN_2015_ADM1_1545
IRN,2021,2021,HEIS,CONS,Zanjan,Fall 2024,IRN_2015_GAUL1_1563,0.0012,0.0231,0.2168,2.7328945,IRN_2015_ADM1_1563
IRN,2021,2021,HEIS,CONS,Semnan,Fall 2024,IRN_2015_GAUL1_1558,0.0033,0.0416,0.3308,3.261718,IRN_2015_ADM1_1558
IRN,2021,2021,HEIS,CONS,Yazd,Fall 2024,IRN_2015_GAUL1_1562,0.0017,0.0156,0.1356,2.4588768,IRN_2015_ADM1_1562
IRN,2021,2021,HEIS,CONS,Hormozgan,Fall 2024,IRN_2015_GAUL1_1548,0.0099,0.0986,0.3994,3.7158229,IRN_2015_ADM1_1548
IRN,2021,2021,HEIS,CONS,Damavand & Eslamshar & Firuzkuh & Pakdasht & Robatkarim & Shahiryar & Shemiranat & Tehran & Varamin & Rey,Fall 2024,IRN_2015_GAULx_24,0.002,0.0321,0.1489,2.283297,IRN_2015_ADMx_117_2
IRN,2021,2021,HEIS,CONS,Ardebil,Fall 2024,IRN_2015_GAUL1_33110,0.0013,0.026,0.3448,3.2066416,IRN_2015_ADM1_33110
