"contcod","country","year","region","Dexpend","whole","group","Dinc","pop"
"AGO",6,1998,1,1,1,1,45.0231552124023,1.24000000953674
"AGO",6,1998,1,1,1,2,74.135871887207,1.24000000953674
"AGO",6,1998,1,1,1,3,96.2243041992188,1.24000000953674
"AGO",6,1998,1,1,1,4,116.112358093262,1.24000000953674
"AGO",6,1998,1,1,1,5,138.793182373047,1.24000000953674
"AGO",6,1998,1,1,1,6,168.498321533203,1.24000000953674
"AGO",6,1998,1,1,1,7,202.519592285156,1.24000000953674
"AGO",6,1998,1,1,1,8,249.489227294922,1.24000000953674
"AGO",6,1998,1,1,1,9,336.319610595703,1.24000000953674
"AGO",6,1998,1,1,1,10,652.581909179688,1.24000000953674
"AGO",6,2005,1,1,1,1,2378.26513671875,0.805000007152557
"AGO",6,2005,1,1,1,2,4695.80126953125,0.805000007152557
"AGO",6,2005,1,1,1,3,6907.9619140625,0.805000007152557
"AGO",6,2005,1,1,1,4,8943.671875,0.805000007152557
"AGO",6,2005,1,1,1,5,10962.8427734375,0.805000007152557
"AGO",6,2005,1,1,1,6,13231.11328125,0.805000007152557
"AGO",6,2005,1,1,1,7,16037.935546875,0.805000007152557
"AGO",6,2005,1,1,1,8,19359.25,0.805000007152557
"AGO",6,2005,1,1,1,9,22078.466796875,0.805000007152557
"AGO",6,2005,1,1,1,10,26262.392578125,0.805000007152557
"AGO",6,2005,1,1,1,11,31471.373046875,0.805000007152557
"AGO",6,2005,1,1,1,12,36441.7578125,0.805000007152557
"AGO",6,2005,1,1,1,13,42371.79296875,0.805000007152557
"AGO",6,2005,1,1,1,14,49054.65234375,0.805000007152557
"AGO",6,2005,1,1,1,15,56785.578125,0.805000007152557
"AGO",6,2005,1,1,1,16,67029.1171875,0.805000007152557
"AGO",6,2005,1,1,1,17,81213.84375,0.805000007152557
"AGO",6,2005,1,1,1,18,102307.1953125,0.805000007152557
"AGO",6,2005,1,1,1,19,139715.234375,0.805000007152557
"AGO",6,2005,1,1,1,20,345262.15625,0.805000007152557
"ALB",2,1993,4,1,1,1,10832,0.372999995946884
"ALB",2,1993,4,1,1,2,14782,0.372999995946884
"ALB",2,1993,4,1,1,3,17694,0.372999995946884
"ALB",2,1993,4,1,1,4,20515,0.372999995946884
"ALB",2,1993,4,1,1,5,23694,0.372999995946884
"ALB",2,1993,4,1,1,6,26790,0.372999995946884
"ALB",2,1993,4,1,1,7,31090,0.372999995946884
"ALB",2,1993,4,1,1,8,36876,0.372999995946884
"ALB",2,1993,4,1,1,9,44446,0.372999995946884
"ALB",2,1993,4,1,1,10,66585,0.372999995946884
"ALB",2,1998,4,1,1,1,33186.21484375,0.379000008106232
"ALB",2,1998,4,1,1,2,45819.33984375,0.379000008106232
"ALB",2,1998,4,1,1,3,54316.3203125,0.379000008106232
"ALB",2,1998,4,1,1,4,62537.5546875,0.379000008106232
"ALB",2,1998,4,1,1,5,70728.1484375,0.379000008106232
"ALB",2,1998,4,1,1,6,79301.7265625,0.379000008106232
"ALB",2,1998,4,1,1,7,91112.7265625,0.379000008106232
"ALB",2,1998,4,1,1,8,107090.515625,0.379000008106232
"ALB",2,1998,4,1,1,9,129961.890625,0.379000008106232
"ALB",2,1998,4,1,1,10,195032.1875,0.379000008106232
"ALB",2,2002,4,1,1,1,30725,0.159999996423721
"ALB",2,2002,4,1,1,2,39568,0.159999996423721
"ALB",2,2002,4,1,1,3,44954,0.159999996423721
"ALB",2,2002,4,1,1,4,49598,0.159999996423721
"ALB",2,2002,4,1,1,5,54015,0.159999996423721
"ALB",2,2002,4,1,1,6,58718,0.159999996423721
"ALB",2,2002,4,1,1,7,63203,0.159999996423721
"ALB",2,2002,4,1,1,8,67296,0.159999996423721
"ALB",2,2002,4,1,1,9,71787,0.159999996423721
"ALB",2,2002,4,1,1,10,75944,0.159999996423721
"ALB",2,2002,4,1,1,11,81028,0.159999996423721
"ALB",2,2002,4,1,1,12,87460,0.159999996423721
"ALB",2,2002,4,1,1,13,94243,0.159999996423721
"ALB",2,2002,4,1,1,14,102170,0.159999996423721
"ALB",2,2002,4,1,1,15,111190,0.159999996423721
"ALB",2,2002,4,1,1,16,120692,0.159999996423721
"ALB",2,2002,4,1,1,17,134580,0.159999996423721
"ALB",2,2002,4,1,1,18,153946,0.159999996423721
"ALB",2,2002,4,1,1,19,184989,0.159999996423721
"ALB",2,2002,4,1,1,20,284426,0.159999996423721
"ALB",2,2005,4,1,1,1,33578.02734375,0.157499998807907
"ALB",2,2005,4,1,1,2,45622.16015625,0.157499998807907
"ALB",2,2005,4,1,1,3,52724.24609375,0.157499998807907
"ALB",2,2005,4,1,1,4,59318.578125,0.157499998807907
"ALB",2,2005,4,1,1,5,65547.328125,0.157499998807907
"ALB",2,2005,4,1,1,6,71358.53125,0.157499998807907
"ALB",2,2005,4,1,1,7,76879.53125,0.157499998807907
"ALB",2,2005,4,1,1,8,82192.1640625,0.157499998807907
"ALB",2,2005,4,1,1,9,88600.0703125,0.157499998807907
"ALB",2,2005,4,1,1,10,95448.2109375,0.157499998807907
"ALB",2,2005,4,1,1,11,101422.0234375,0.157499998807907
"ALB",2,2005,4,1,1,12,108566.953125,0.157499998807907
"ALB",2,2005,4,1,1,13,116990.6796875,0.157499998807907
"ALB",2,2005,4,1,1,14,125692.6328125,0.157499998807907
"ALB",2,2005,4,1,1,15,136494.8125,0.157499998807907
"ALB",2,2005,4,1,1,16,149094.0625,0.157499998807907
"ALB",2,2005,4,1,1,17,165570.8125,0.157499998807907
"ALB",2,2005,4,1,1,18,187724,0.157499998807907
"ALB",2,2005,4,1,1,19,227070.65625,0.157499998807907
"ALB",2,2005,4,1,1,20,361705.78125,0.157499998807907
"ANT",141,1998,3,0,1,1,1460.64001464844,0.0209999997168779
"ANT",141,1998,3,0,1,2,2932.02001953125,0.0209999997168779
"ANT",141,1998,3,0,1,3,4149.2197265625,0.0209999997168779
"ANT",141,1998,3,0,1,4,5321.669921875,0.0209999997168779
"ANT",141,1998,3,0,1,5,6143.27978515625,0.0209999997168779
"ANT",141,1998,3,0,1,6,8194.6201171875,0.0209999997168779
"ANT",141,1998,3,0,1,7,9895.1201171875,0.0209999997168779
"ANT",141,1998,3,0,1,8,12214.9599609375,0.0209999997168779
"ANT",141,1998,3,0,1,9,15948.8994140625,0.0209999997168779
"ANT",141,1998,3,0,1,10,28113.740234375,0.0209999997168779
"ARE",199,1998,2,1,1,1,9522.1083984375,0.555999994277954
"ARE",199,1998,2,1,1,2,16534.23046875,0.555999994277954
"ARE",199,1998,2,1,1,3,22845.75,0.555999994277954
"ARE",199,1998,2,1,1,4,32133.30859375,0.555999994277954
"ARE",199,1998,2,1,1,5,67072.078125,0.555999994277954
"ARG",800,1988,3,0,1,1,0.533424854278564,2.70384502410889
"ARG",800,1988,3,0,1,2,175.326644897461,2.70384502410889
"ARG",800,1988,3,0,1,3,328.4365234375,2.70384502410889
"ARG",800,1988,3,0,1,4,466.659515380859,2.70384502410889
"ARG",800,1988,3,0,1,5,586.810668945312,2.70384502410889
"ARG",800,1988,3,0,1,6,749.693908691406,2.70384502410889
"ARG",800,1988,3,0,1,7,934.866027832031,2.70384502410889
"ARG",800,1988,3,0,1,8,1240.2294921875,2.70384502410889
"ARG",800,1988,3,0,1,9,1778.45703125,2.70384502410889
"ARG",800,1988,3,0,1,10,3791.31762695312,2.70384502410889
"ARG",800,1993,3,0,1,1,3.28108048439026,2.94477820396423
"ARG",800,1993,3,0,1,2,626.092041015625,2.94477820396423
"ARG",800,1993,3,0,1,3,1174.49169921875,2.94477820396423
"ARG",800,1993,3,0,1,4,1565.35290527344,2.94477820396423
"ARG",800,1993,3,0,1,5,2020.74829101562,2.94477820396423
"ARG",800,1993,3,0,1,6,2530.76416015625,2.94477820396423
"ARG",800,1993,3,0,1,7,3212.421875,2.94477820396423
"ARG",800,1993,3,0,1,8,4108.24169921875,2.94477820396423
"ARG",800,1993,3,0,1,9,5759.0068359375,2.94477820396423
"ARG",800,1993,3,0,1,10,11896.609375,2.94477820396423
"ARG",800,1998,3,0,1,1,1.31200003623962,1.62539994716644
"ARG",800,1998,3,0,1,2,289.951995849609,1.62539994716644
"ARG",800,1998,3,0,1,3,550.384033203125,1.62539994716644
"ARG",800,1998,3,0,1,4,768.83203125,1.62539994716644
"ARG",800,1998,3,0,1,5,941.360046386719,1.62539994716644
"ARG",800,1998,3,0,1,6,1153.90405273438,1.62539994716644
"ARG",800,1998,3,0,1,7,1332.33605957031,1.62539994716644
"ARG",800,1998,3,0,1,8,1519.29602050781,1.62539994716644
"ARG",800,1998,3,0,1,9,1738.40002441406,1.62539994716644
"ARG",800,1998,3,0,1,10,1983.74401855469,1.62539994716644
"ARG",800,1998,3,0,1,11,2320.92797851562,1.62539994716644
"ARG",800,1998,3,0,1,12,2549.21606445312,1.62539994716644
"ARG",800,1998,3,0,1,13,2865.40795898438,1.62539994716644
"ARG",800,1998,3,0,1,14,3259.00805664062,1.62539994716644
"ARG",800,1998,3,0,1,15,3742.48022460938,1.62539994716644
"ARG",800,1998,3,0,1,16,4475.23193359375,1.62539994716644
"ARG",800,1998,3,0,1,17,5306.38427734375,1.62539994716644
"ARG",800,1998,3,0,1,18,6440.6083984375,1.62539994716644
"ARG",800,1998,3,0,1,19,8598.8486328125,1.62539994716644
"ARG",800,1998,3,0,1,20,17404.3359375,1.62539994716644
"ARG",8,2002,3,0,1,1,271,1.70000004768372
"ARG",8,2002,3,0,1,2,557,1.70000004768372
"ARG",8,2002,3,0,1,3,790,1.70000004768372
"ARG",8,2002,3,0,1,4,1011,1.70000004768372
"ARG",8,2002,3,0,1,5,1183,1.70000004768372
"ARG",8,2002,3,0,1,6,1438,1.70000004768372
"ARG",8,2002,3,0,1,7,1631,1.70000004768372
"ARG",8,2002,3,0,1,8,1831,1.70000004768372
"ARG",8,2002,3,0,1,9,2143,1.70000004768372
"ARG",8,2002,3,0,1,10,2447,1.70000004768372
"ARG",8,2002,3,0,1,11,2709,1.70000004768372
"ARG",8,2002,3,0,1,12,3040,1.70000004768372
"ARG",8,2002,3,0,1,13,3543,1.70000004768372
"ARG",8,2002,3,0,1,14,4062,1.70000004768372
"ARG",8,2002,3,0,1,15,4595,1.70000004768372
"ARG",8,2002,3,0,1,16,5352,1.70000004768372
"ARG",8,2002,3,0,1,17,6384,1.70000004768372
"ARG",8,2002,3,0,1,18,8107,1.70000004768372
"ARG",8,2002,3,0,1,19,10852,1.70000004768372
"ARG",8,2002,3,0,1,20,18977,1.70000004768372
"ARG",536,2005,3,0,1,1,280.761077880859,1.9375
"ARG",536,2005,3,0,1,2,704.265930175781,1.9375
"ARG",536,2005,3,0,1,3,989.693603515625,1.9375
"ARG",536,2005,3,0,1,4,1253.90502929688,1.9375
"ARG",536,2005,3,0,1,5,1513.65966796875,1.9375
"ARG",536,2005,3,0,1,6,1765.30822753906,1.9375
"ARG",536,2005,3,0,1,7,2045.85168457031,1.9375
"ARG",536,2005,3,0,1,8,2345.47583007812,1.9375
"ARG",536,2005,3,0,1,9,2655.26342773438,1.9375
"ARG",536,2005,3,0,1,10,2998.96484375,1.9375
"ARG",536,2005,3,0,1,11,3388.35815429688,1.9375
"ARG",536,2005,3,0,1,12,3767.69409179688,1.9375
"ARG",536,2005,3,0,1,13,4247.88916015625,1.9375
"ARG",536,2005,3,0,1,14,4725.82861328125,1.9375
"ARG",536,2005,3,0,1,15,5367.89013671875,1.9375
"ARG",536,2005,3,0,1,16,6168.6455078125,1.9375
"ARG",536,2005,3,0,1,17,7332.8076171875,1.9375
"ARG",536,2005,3,0,1,18,9007.1171875,1.9375
"ARG",536,2005,3,0,1,19,11813.5283203125,1.9375
"ARG",536,2005,3,0,1,20,24516.279296875,1.9375
"ARM",9,1988,4,0,1,1,900,0.625355005264282
"ARM",9,1988,4,0,1,2,1200,0.742824971675873
"ARM",9,1988,4,0,1,3,1800,1.19888496398926
"ARM",9,1988,4,0,1,4,2400,0.559710025787354
"ARM",9,1988,4,0,1,5,4800,0.328224986791611
"ARM",9,1993,4,1,1,1,220.847991943359,0.372999995946884
"ARM",9,1993,4,1,1,2,363.973358154297,0.372999995946884
"ARM",9,1993,4,1,1,3,460.161956787109,0.372999995946884
"ARM",9,1993,4,1,1,4,551.8310546875,0.372999995946884
"ARM",9,1993,4,1,1,5,660.688232421875,0.372999995946884
"ARM",9,1993,4,1,1,6,794.509521484375,0.372999995946884
"ARM",9,1993,4,1,1,7,968.054992675781,0.372999995946884
"ARM",9,1993,4,1,1,8,1227.06103515625,0.372999995946884
"ARM",9,1993,4,1,1,9,1664.51965332031,0.372999995946884
"ARM",9,1993,4,1,1,10,3720.70727539062,0.372999995946884
"ARM",9,1998,4,1,1,1,35174.75,0.360000014305115
"ARM",9,1998,4,1,1,2,55872.43359375,0.360000014305115
"ARM",9,1998,4,1,1,3,70575.703125,0.360000014305115
"ARM",9,1998,4,1,1,4,83582.4453125,0.360000014305115
"ARM",9,1998,4,1,1,5,97833.3046875,0.360000014305115
"ARM",9,1998,4,1,1,6,113102.0859375,0.360000014305115
"ARM",9,1998,4,1,1,7,133121.15625,0.360000014305115
"ARM",9,1998,4,1,1,8,162414.59375,0.360000014305115
"ARM",9,1998,4,1,1,9,210596.078125,0.360000014305115
"ARM",9,1998,4,1,1,10,406036.5,0.360000014305115
"ARM",9,2002,4,1,1,1,105433.1015625,0.150000005960464
"ARM",9,2002,4,1,1,2,137940.703125,0.150000005960464
"ARM",9,2002,4,1,1,3,155576.984375,0.150000005960464
"ARM",9,2002,4,1,1,4,169348.015625,0.150000005960464
"ARM",9,2002,4,1,1,5,181483.140625,0.150000005960464
"ARM",9,2002,4,1,1,6,192308.984375,0.150000005960464
"ARM",9,2002,4,1,1,7,202525.59375,0.150000005960464
"ARM",9,2002,4,1,1,8,213213,0.150000005960464
"ARM",9,2002,4,1,1,9,225116.6875,0.150000005960464
"ARM",9,2002,4,1,1,10,237689.8125,0.150000005960464
"ARM",9,2002,4,1,1,11,250690.5625,0.150000005960464
"ARM",9,2002,4,1,1,12,264492.78125,0.150000005960464
"ARM",9,2002,4,1,1,13,279626.65625,0.150000005960464
"ARM",9,2002,4,1,1,14,295960.28125,0.150000005960464
"ARM",9,2002,4,1,1,15,315636.375,0.150000005960464
"ARM",9,2002,4,1,1,16,338510.15625,0.150000005960464
"ARM",9,2002,4,1,1,17,371325.28125,0.150000005960464
"ARM",9,2002,4,1,1,18,416552.53125,0.150000005960464
"ARM",9,2002,4,1,1,19,480039,0.150000005960464
"ARM",9,2002,4,1,1,20,760162,0.150000005960464
"ARM",9,2005,4,1,1,1,71333.9921875,0.150999993085861
"ARM",9,2005,4,1,1,2,101490.2109375,0.150999993085861
"ARM",9,2005,4,1,1,3,117714.6015625,0.150999993085861
"ARM",9,2005,4,1,1,4,128145.390625,0.150999993085861
"ARM",9,2005,4,1,1,5,138918.546875,0.150999993085861
"ARM",9,2005,4,1,1,6,148547.375,0.150999993085861
"ARM",9,2005,4,1,1,7,158020.109375,0.150999993085861
"ARM",9,2005,4,1,1,8,168030.578125,0.150999993085861
"ARM",9,2005,4,1,1,9,178061.625,0.150999993085861
"ARM",9,2005,4,1,1,10,189815.296875,0.150999993085861
"ARM",9,2005,4,1,1,11,201905.84375,0.150999993085861
"ARM",9,2005,4,1,1,12,214197.953125,0.150999993085861
"ARM",9,2005,4,1,1,13,228152.96875,0.150999993085861
"ARM",9,2005,4,1,1,14,244213.578125,0.150999993085861
"ARM",9,2005,4,1,1,15,263569.75,0.150999993085861
"ARM",9,2005,4,1,1,16,285665.25,0.150999993085861
"ARM",9,2005,4,1,1,17,313638.8125,0.150999993085861
"ARM",9,2005,4,1,1,18,352337.25,0.150999993085861
"ARM",9,2005,4,1,1,19,419530.09375,0.150999993085861
"ARM",9,2005,4,1,1,20,733888.625,0.150999993085861
"AUS",11,1988,5,0,1,1,2538.24853515625,1.65059995651245
"AUS",11,1988,5,0,1,2,4640.31396484375,1.65059995651245
"AUS",11,1988,5,0,1,3,5786.93359375,1.65059995651245
"AUS",11,1988,5,0,1,4,6771.830078125,1.65059995651245
"AUS",11,1988,5,0,1,5,7820.2509765625,1.65059995651245
"AUS",11,1988,5,0,1,6,9193.970703125,1.65059995651245
"AUS",11,1988,5,0,1,7,10842.36328125,1.65059995651245
"AUS",11,1988,5,0,1,8,13040.693359375,1.65059995651245
"AUS",11,1988,5,0,1,9,16496.904296875,1.65059995651245
"AUS",11,1988,5,0,1,10,25427.80859375,1.65059995651245
"AUS",11,1993,5,0,1,1,1926.99975585938,1.76600003242493
"AUS",11,1993,5,0,1,2,5203.68896484375,1.76600003242493
"AUS",11,1993,5,0,1,3,6697.6962890625,1.76600003242493
"AUS",11,1993,5,0,1,4,7976.06640625,1.76600003242493
"AUS",11,1993,5,0,1,5,9226.3134765625,1.76600003242493
"AUS",11,1993,5,0,1,6,10881.7099609375,1.76600003242493
"AUS",11,1993,5,0,1,7,12868.96484375,1.76600003242493
"AUS",11,1993,5,0,1,8,15723.7275390625,1.76600003242493
"AUS",11,1993,5,0,1,9,19921.73828125,1.76600003242493
"AUS",11,1993,5,0,1,10,29737.916015625,1.76600003242493
"AUS",11,1998,5,0,1,1,3017,0.939999997615814
"AUS",11,1998,5,0,1,2,5125,0.939999997615814
"AUS",11,1998,5,0,1,3,6136,0.939999997615814
"AUS",11,1998,5,0,1,4,6999,0.939999997615814
"AUS",11,1998,5,0,1,5,7732,0.939999997615814
"AUS",11,1998,5,0,1,6,8398,0.939999997615814
"AUS",11,1998,5,0,1,7,9085,0.939999997615814
"AUS",11,1998,5,0,1,8,9697,0.939999997615814
"AUS",11,1998,5,0,1,9,10499,0.939999997615814
"AUS",11,1998,5,0,1,10,11336,0.939999997615814
"AUS",11,1998,5,0,1,11,12192,0.939999997615814
"AUS",11,1998,5,0,1,12,13113,0.939999997615814
"AUS",11,1998,5,0,1,13,14123,0.939999997615814
"AUS",11,1998,5,0,1,14,15318,0.939999997615814
"AUS",11,1998,5,0,1,15,17031,0.939999997615814
"AUS",11,1998,5,0,1,16,18966,0.939999997615814
"AUS",11,1998,5,0,1,17,21100,0.939999997615814
"AUS",11,1998,5,0,1,18,23875,0.939999997615814
"AUS",11,1998,5,0,1,19,28411,0.939999997615814
"AUS",11,1998,5,0,1,20,44856,0.939999997615814
"AUS",11,2002,5,0,1,1,3742,0.980000019073486
"AUS",11,2002,5,0,1,2,6271,0.980000019073486
"AUS",11,2002,5,0,1,3,7653,0.980000019073486
"AUS",11,2002,5,0,1,4,8642,0.980000019073486
"AUS",11,2002,5,0,1,5,9357,0.980000019073486
"AUS",11,2002,5,0,1,6,10195,0.980000019073486
"AUS",11,2002,5,0,1,7,11006,0.980000019073486
"AUS",11,2002,5,0,1,8,11747,0.980000019073486
"AUS",11,2002,5,0,1,9,12752,0.980000019073486
"AUS",11,2002,5,0,1,10,13712,0.980000019073486
"AUS",11,2002,5,0,1,11,14793,0.980000019073486
"AUS",11,2002,5,0,1,12,16097,0.980000019073486
"AUS",11,2002,5,0,1,13,17440,0.980000019073486
"AUS",11,2002,5,0,1,14,19068,0.980000019073486
"AUS",11,2002,5,0,1,15,20963,0.980000019073486
"AUS",11,2002,5,0,1,16,23120,0.980000019073486
"AUS",11,2002,5,0,1,17,25852,0.980000019073486
"AUS",11,2002,5,0,1,18,29273,0.980000019073486
"AUS",11,2002,5,0,1,19,34619,0.980000019073486
"AUS",11,2002,5,0,1,20,52912,0.980000019073486
"AUS",11,2005,5,0,1,1,2334.0126953125,1.01999998092651
"AUS",11,2005,5,0,1,2,6499.2578125,1.01999998092651
"AUS",11,2005,5,0,1,3,8030.7958984375,1.01999998092651
"AUS",11,2005,5,0,1,4,9103.6337890625,1.01999998092651
"AUS",11,2005,5,0,1,5,9920.5126953125,1.01999998092651
"AUS",11,2005,5,0,1,6,10769.1259765625,1.01999998092651
"AUS",11,2005,5,0,1,7,11674.451171875,1.01999998092651
"AUS",11,2005,5,0,1,8,12482.6591796875,1.01999998092651
"AUS",11,2005,5,0,1,9,13552.49609375,1.01999998092651
"AUS",11,2005,5,0,1,10,14547.88671875,1.01999998092651
"AUS",11,2005,5,0,1,11,15697.583984375,1.01999998092651
"AUS",11,2005,5,0,1,12,17088.892578125,1.01999998092651
"AUS",11,2005,5,0,1,13,18539.125,1.01999998092651
"AUS",11,2005,5,0,1,14,20285.423828125,1.01999998092651
"AUS",11,2005,5,0,1,15,22276.53515625,1.01999998092651
"AUS",11,2005,5,0,1,16,24546.353515625,1.01999998092651
"AUS",11,2005,5,0,1,17,27450.537109375,1.01999998092651
"AUS",11,2005,5,0,1,18,31133.123046875,1.01999998092651
"AUS",11,2005,5,0,1,19,36831.41796875,1.01999998092651
"AUS",11,2005,5,0,1,20,56247.44140625,1.01999998092651
"AUT",12,1988,5,0,1,1,51030.61328125,0.75629997253418
"AUT",12,1988,5,0,1,2,69294.6328125,0.75629997253418
"AUT",12,1988,5,0,1,3,81407.0078125,0.75629997253418
"AUT",12,1988,5,0,1,4,91960.984375,0.75629997253418
"AUT",12,1988,5,0,1,5,102543.4140625,0.75629997253418
"AUT",12,1988,5,0,1,6,113834.8828125,0.75629997253418
"AUT",12,1988,5,0,1,7,126427.53125,0.75629997253418
"AUT",12,1988,5,0,1,8,141886.484375,0.75629997253418
"AUT",12,1988,5,0,1,9,163298.28125,0.75629997253418
"AUT",12,1988,5,0,1,10,227111.53125,0.75629997253418
"AUT",12,1993,5,0,1,1,14398.3134765625,2.3970000743866
"AUT",12,1993,5,0,1,2,21490.017578125,0.799000024795532
"AUT",12,1993,5,0,1,3,61550.93359375,0.799000024795532
"AUT",12,1993,5,0,1,4,83543.5546875,0.799000024795532
"AUT",12,1993,5,0,1,5,104960.125,0.799000024795532
"AUT",12,1993,5,0,1,6,130317.8203125,0.799000024795532
"AUT",12,1993,5,0,1,7,166486.21875,0.799000024795532
"AUT",12,1993,5,0,1,8,256935.390625,0.799000024795532
"AUT",12,1998,5,0,1,1,30238.013671875,0.808000028133392
"AUT",12,1998,5,0,1,2,61969.765625,0.808000028133392
"AUT",12,1998,5,0,1,3,79396.65625,0.808000028133392
"AUT",12,1998,5,0,1,4,95343.2734375,0.808000028133392
"AUT",12,1998,5,0,1,5,110374.8125,0.808000028133392
"AUT",12,1998,5,0,1,6,127357.6171875,0.808000028133392
"AUT",12,1998,5,0,1,7,146870.359375,0.808000028133392
"AUT",12,1998,5,0,1,8,171887.03125,0.808000028133392
"AUT",12,1998,5,0,1,9,205610.421875,0.808000028133392
"AUT",12,1998,5,0,1,10,297454.875,0.808000028133392
"AUT",12,2002,5,0,1,1,3066,0.409999996423721
"AUT",12,2002,5,0,1,2,5136,0.409999996423721
"AUT",12,2002,5,0,1,3,6119,0.409999996423721
"AUT",12,2002,5,0,1,4,6817,0.409999996423721
"AUT",12,2002,5,0,1,5,7371,0.409999996423721
"AUT",12,2002,5,0,1,6,8020,0.409999996423721
"AUT",12,2002,5,0,1,7,8563,0.409999996423721
"AUT",12,2002,5,0,1,8,9177,0.409999996423721
"AUT",12,2002,5,0,1,9,9786,0.409999996423721
"AUT",12,2002,5,0,1,10,10473,0.409999996423721
"AUT",12,2002,5,0,1,11,11150,0.409999996423721
"AUT",12,2002,5,0,1,12,11924,0.409999996423721
"AUT",12,2002,5,0,1,13,12769,0.409999996423721
"AUT",12,2002,5,0,1,14,13617,0.409999996423721
"AUT",12,2002,5,0,1,15,14648,0.409999996423721
"AUT",12,2002,5,0,1,16,15829,0.409999996423721
"AUT",12,2002,5,0,1,17,17272,0.409999996423721
"AUT",12,2002,5,0,1,18,19351,0.409999996423721
"AUT",12,2002,5,0,1,19,22649,0.409999996423721
"AUT",12,2002,5,0,1,20,34656,0.409999996423721
"AUT",12,2005,5,0,1,1,4117.09521484375,0.409999996423721
"AUT",12,2005,5,0,1,2,6198.31396484375,0.409999996423721
"AUT",12,2005,5,0,1,3,7249.990234375,0.409999996423721
"AUT",12,2005,5,0,1,4,8119.19921875,0.409999996423721
"AUT",12,2005,5,0,1,5,8901.1357421875,0.409999996423721
"AUT",12,2005,5,0,1,6,9610.6796875,0.409999996423721
"AUT",12,2005,5,0,1,7,10300.5029296875,0.409999996423721
"AUT",12,2005,5,0,1,8,11024.677734375,0.409999996423721
"AUT",12,2005,5,0,1,9,11745.5234375,0.409999996423721
"AUT",12,2005,5,0,1,10,12378.4697265625,0.409999996423721
"AUT",12,2005,5,0,1,11,13104.380859375,0.409999996423721
"AUT",12,2005,5,0,1,12,13975.64453125,0.409999996423721
"AUT",12,2005,5,0,1,13,14790.9072265625,0.409999996423721
"AUT",12,2005,5,0,1,14,15819.236328125,0.409999996423721
"AUT",12,2005,5,0,1,15,17068.203125,0.409999996423721
"AUT",12,2005,5,0,1,16,18389.19140625,0.409999996423721
"AUT",12,2005,5,0,1,17,20195.90234375,0.409999996423721
"AUT",12,2005,5,0,1,18,22539.458984375,0.409999996423721
"AUT",12,2005,5,0,1,19,26564.208984375,0.409999996423721
"AUT",12,2005,5,0,1,20,42430.8359375,0.409999996423721
"AZE",13,1988,4,0,1,1,900,2.30202889442444
"AZE",13,1988,4,0,1,2,1200,1.53468596935272
"AZE",13,1988,4,0,1,3,1800,1.88724899291992
"AZE",13,1988,4,0,1,4,2400,0.753516972064972
"AZE",13,1988,4,0,1,5,4800,0.435519009828568
"AZE",13,1998,4,1,1,1,311002,0.395500004291534
"AZE",13,1998,4,1,1,2,544629,0.395500004291534
"AZE",13,1998,4,1,1,3,660383,0.395500004291534
"AZE",13,1998,4,1,1,4,758639,0.395500004291534
"AZE",13,1998,4,1,1,5,844993,0.395500004291534
"AZE",13,1998,4,1,1,6,939278,0.395500004291534
"AZE",13,1998,4,1,1,7,1020878,0.395500004291534
"AZE",13,1998,4,1,1,8,1109113,0.395500004291534
"AZE",13,1998,4,1,1,9,1191103,0.395500004291534
"AZE",13,1998,4,1,1,10,1284400,0.395500004291534
"AZE",13,1998,4,1,1,11,1392536,0.395500004291534
"AZE",13,1998,4,1,1,12,1484714,0.395500004291534
"AZE",13,1998,4,1,1,13,1596306,0.395500004291534
"AZE",13,1998,4,1,1,14,1744175,0.395500004291534
"AZE",13,1998,4,1,1,15,1909665,0.395500004291534
"AZE",13,1998,4,1,1,16,2099000,0.395500004291534
"AZE",13,1998,4,1,1,17,2328063,0.395500004291534
"AZE",13,1998,4,1,1,18,2639078,0.395500004291534
"AZE",13,1998,4,1,1,19,3314158,0.395500004291534
"AZE",13,1998,4,1,1,20,5516925,0.395500004291534
"AZE",13,2005,4,1,1,1,239.186721801758,0.41949999332428
"AZE",13,2005,4,1,1,2,331.953125,0.41949999332428
"AZE",13,2005,4,1,1,3,385.399780273438,0.41949999332428
"AZE",13,2005,4,1,1,4,427.057800292969,0.41949999332428
"AZE",13,2005,4,1,1,5,464.050994873047,0.41949999332428
"AZE",13,2005,4,1,1,6,499.043762207031,0.41949999332428
"AZE",13,2005,4,1,1,7,534.822631835938,0.41949999332428
"AZE",13,2005,4,1,1,8,567.301818847656,0.41949999332428
"AZE",13,2005,4,1,1,9,607.664123535156,0.41949999332428
"AZE",13,2005,4,1,1,10,646.476257324219,0.41949999332428
"AZE",13,2005,4,1,1,11,685.531005859375,0.41949999332428
"AZE",13,2005,4,1,1,12,730.756103515625,0.41949999332428
"AZE",13,2005,4,1,1,13,779.117126464844,0.41949999332428
"AZE",13,2005,4,1,1,14,835.167602539062,0.41949999332428
"AZE",13,2005,4,1,1,15,900.39111328125,0.41949999332428
"AZE",13,2005,4,1,1,16,980.765991210938,0.41949999332428
"AZE",13,2005,4,1,1,17,1085.01354980469,0.41949999332428
"AZE",13,2005,4,1,1,18,1219.63330078125,0.41949999332428
"AZE",13,2005,4,1,1,19,1468.77111816406,0.41949999332428
