"contcod","country","year","region","Dexpend","whole","group","Dinc","pop"
"CHN-U",4100,1998,2,0,0,19,10705.97265625,18.4035396575928
"CHN-U",4100,1998,2,0,0,20,16401.041015625,18.3633575439453
"CHN-U",4100,2002,2,0,0,1,1473,29
"CHN-U",4100,2002,2,0,0,2,2060,27.7000007629395
"CHN-U",4100,2002,2,0,0,3,2443,26.2000007629395
"CHN-U",4100,2002,2,0,0,4,2777,26
"CHN-U",4100,2002,2,0,0,5,3085,25.8999996185303
"CHN-U",4100,2002,2,0,0,6,3383,25.1000003814697
"CHN-U",4100,2002,2,0,0,7,3668,25
"CHN-U",4100,2002,2,0,0,8,3953,24.7999992370605
"CHN-U",4100,2002,2,0,0,9,4263,24.2999992370605
"CHN-U",4100,2002,2,0,0,10,4582,24.2000007629395
"CHN-U",4100,2002,2,0,0,11,4932,23.7000007629395
"CHN-U",4100,2002,2,0,0,12,5310,23.7999992370605
"CHN-U",4100,2002,2,0,0,13,5728,23.7000007629395
"CHN-U",4100,2002,2,0,0,14,6190,23
"CHN-U",4100,2002,2,0,0,15,6732,22.8999996185303
"CHN-U",4100,2002,2,0,0,16,7410,23.2000007629395
"CHN-U",4100,2002,2,0,0,17,8235,22.7000007629395
"CHN-U",4100,2002,2,0,0,18,9314,22.5
"CHN-U",4100,2002,2,0,0,19,11172,22.2000007629395
"CHN-U",4100,2002,2,0,0,20,18206,22.2000007629395
"CHN-U",4100,2005,2,0,0,1,2496,36.505126953125
"CHN-U",4100,2005,2,0,0,2,3741,35.1901931762695
"CHN-U",4100,2005,2,0,0,3,4543,34.5014152526856
"CHN-U",4100,2005,2,0,0,4,5233,34.063102722168
"CHN-U",4100,2005,2,0,0,5,5858,33.5621757507324
"CHN-U",4100,2005,2,0,0,6,6435,33.1238632202148
"CHN-U",4100,2005,2,0,0,7,7024,32.3724708557129
"CHN-U",4100,2005,2,0,0,8,7603,32.1220092773438
"CHN-U",4100,2005,2,0,0,9,8195,31.8089275360107
"CHN-U",4100,2005,2,0,0,10,8831,31.4332313537598
"CHN-U",4100,2005,2,0,0,11,9507,30.807071685791
"CHN-U",4100,2005,2,0,0,12,10240,30.7444553375244
"CHN-U",4100,2005,2,0,0,13,11061,30.1182956695557
"CHN-U",4100,2005,2,0,0,14,11973,29.7425994873047
"CHN-U",4100,2005,2,0,0,15,13063,29.4295196533203
"CHN-U",4100,2005,2,0,0,16,14372,28.9912071228027
"CHN-U",4100,2005,2,0,0,17,16053,28.6155128479004
"CHN-U",4100,2005,2,0,0,18,18416,28.0519676208496
"CHN-U",4100,2005,2,0,0,19,22193,27.6762714385986
"CHN-U",4100,2005,2,0,0,20,35176,27.2379608154297
"CIV",47,1988,1,1,1,1,49131.2890625,1.15869998931885
"CIV",47,1988,1,1,1,2,75501.765625,1.15869998931885
"CIV",47,1988,1,1,1,3,94528.671875,1.15869998931885
"CIV",47,1988,1,1,1,4,113225.703125,1.15869998931885
"CIV",47,1988,1,1,1,5,129729.5,1.15869998931885
"CIV",47,1988,1,1,1,6,154419.703125,1.15869998931885
"CIV",47,1988,1,1,1,7,186153.796875,1.15869998931885
"CIV",47,1988,1,1,1,8,227250.90625,1.15869998931885
"CIV",47,1988,1,1,1,9,286035.40625,1.15869998931885
"CIV",47,1988,1,1,1,10,520085,1.15869998931885
"CIV",47,1993,1,1,1,1,37217.1015625,1.317999958992
"CIV",47,1993,1,1,1,2,53731.1953125,1.317999958992
"CIV",47,1993,1,1,1,3,66541.796875,1.317999958992
"CIV",47,1993,1,1,1,4,78619.1953125,1.317999958992
"CIV",47,1993,1,1,1,5,92503.4921875,1.317999958992
"CIV",47,1993,1,1,1,6,107530.1015625,1.317999958992
"CIV",47,1993,1,1,1,7,127366,1.317999958992
"CIV",47,1993,1,1,1,8,155433.796875,1.317999958992
"CIV",47,1993,1,1,1,9,200313.5,1.317999958992
"CIV",47,1993,1,1,1,10,373889.40625,1.317999958992
"CIV",47,1998,1,1,1,1,46974.76953125,0.71450001001358
"CIV",47,1998,1,1,1,2,74622.78125,0.71450001001358
"CIV",47,1998,1,1,1,3,89117.84375,0.71450001001358
"CIV",47,1998,1,1,1,4,101733.9375,0.71450001001358
"CIV",47,1998,1,1,1,5,114886.8671875,0.71450001001358
"CIV",47,1998,1,1,1,6,129650.3671875,0.71450001001358
"CIV",47,1998,1,1,1,7,144145.4375,0.71450001001358
"CIV",47,1998,1,1,1,8,158640.5,0.71450001001358
"CIV",47,1998,1,1,1,9,168572.328125,0.71450001001358
"CIV",47,1998,1,1,1,10,184409.53125,0.71450001001358
"CIV",47,1998,1,1,1,11,204810,0.71450001001358
"CIV",47,1998,1,1,1,12,219036.640625,0.71450001001358
"CIV",47,1998,1,1,1,13,240242.390625,0.71450001001358
"CIV",47,1998,1,1,1,14,268158.84375,0.71450001001358
"CIV",47,1998,1,1,1,15,296612.125,0.71450001001358
"CIV",47,1998,1,1,1,16,338218.34375,0.71450001001358
"CIV",47,1998,1,1,1,17,391903.8125,0.71450001001358
"CIV",47,1998,1,1,1,18,470284.5625,0.71450001001358
"CIV",47,1998,1,1,1,19,616040.5625,0.71450001001358
"CIV",47,1998,1,1,1,20,1533256.5,0.71450001001358
"CIV",47,2002,1,1,1,1,61183,0.819999992847443
"CIV",47,2002,1,1,1,2,86189,0.819999992847443
"CIV",47,2002,1,1,1,3,105432,0.819999992847443
"CIV",47,2002,1,1,1,4,122166,0.819999992847443
"CIV",47,2002,1,1,1,5,136941,0.819999992847443
"CIV",47,2002,1,1,1,6,151606,0.819999992847443
"CIV",47,2002,1,1,1,7,166847,0.819999992847443
"CIV",47,2002,1,1,1,8,181705,0.819999992847443
"CIV",47,2002,1,1,1,9,199170,0.819999992847443
"CIV",47,2002,1,1,1,10,217936,0.819999992847443
"CIV",47,2002,1,1,1,11,238208,0.819999992847443
"CIV",47,2002,1,1,1,12,260660,0.819999992847443
"CIV",47,2002,1,1,1,13,288201,0.819999992847443
"CIV",47,2002,1,1,1,14,320688,0.819999992847443
"CIV",47,2002,1,1,1,15,356107,0.819999992847443
"CIV",47,2002,1,1,1,16,403041,0.819999992847443
"CIV",47,2002,1,1,1,17,468740,0.819999992847443
"CIV",47,2002,1,1,1,18,576335,0.819999992847443
"CIV",47,2002,1,1,1,19,771850,0.819999992847443
"CIV",47,2002,1,1,1,20,1625991,0.819999992847443
"CIV",47,2005,1,1,1,1,41756,0.962000012397766
"CIV",47,2005,1,1,1,2,64417,0.962000012397766
"CIV",47,2005,1,1,1,3,81975,0.962000012397766
"CIV",47,2005,1,1,1,4,95801,0.962000012397766
"CIV",47,2005,1,1,1,5,109082,0.962000012397766
"CIV",47,2005,1,1,1,6,122414,0.962000012397766
"CIV",47,2005,1,1,1,7,135839,0.962000012397766
"CIV",47,2005,1,1,1,8,149055,0.962000012397766
"CIV",47,2005,1,1,1,9,164967,0.962000012397766
"CIV",47,2005,1,1,1,10,180141,0.962000012397766
"CIV",47,2005,1,1,1,11,198179,0.962000012397766
"CIV",47,2005,1,1,1,12,218340,0.962000012397766
"CIV",47,2005,1,1,1,13,241922,0.962000012397766
"CIV",47,2005,1,1,1,14,268719,0.962000012397766
"CIV",47,2005,1,1,1,15,298334,0.962000012397766
"CIV",47,2005,1,1,1,16,337376,0.962000012397766
"CIV",47,2005,1,1,1,17,393647,0.962000012397766
"CIV",47,2005,1,1,1,18,472284,0.962000012397766
"CIV",47,2005,1,1,1,19,611972,0.962000012397766
"CIV",47,2005,1,1,1,20,1256045,0.962000012397766
"CMR",33,1998,1,1,1,1,43577.6484375,1.33500003814697
"CMR",33,1998,1,1,1,2,63588.5234375,1.33500003814697
"CMR",33,1998,1,1,1,3,77806.9140625,1.33500003814697
"CMR",33,1998,1,1,1,4,89978.578125,1.33500003814697
"CMR",33,1998,1,1,1,5,105140.5078125,1.33500003814697
"CMR",33,1998,1,1,1,6,123438.1015625,1.33500003814697
"CMR",33,1998,1,1,1,7,149597.59375,1.33500003814697
"CMR",33,1998,1,1,1,8,195790.890625,1.33500003814697
"CMR",33,1998,1,1,1,9,274066.03125,1.33500003814697
"CMR",33,1998,1,1,1,10,635363.25,1.33500003814697
"CMR",33,2002,1,1,1,1,48077,0.773000001907349
"CMR",33,2002,1,1,1,2,68521,0.773000001907349
"CMR",33,2002,1,1,1,3,81603,0.773000001907349
"CMR",33,2002,1,1,1,4,92665,0.773000001907349
"CMR",33,2002,1,1,1,5,102917,0.773000001907349
"CMR",33,2002,1,1,1,6,114279,0.773000001907349
"CMR",33,2002,1,1,1,7,126434,0.773000001907349
"CMR",33,2002,1,1,1,8,139164,0.773000001907349
"CMR",33,2002,1,1,1,9,153523,0.773000001907349
"CMR",33,2002,1,1,1,10,167947,0.773000001907349
"CMR",33,2002,1,1,1,11,184345,0.773000001907349
"CMR",33,2002,1,1,1,12,202163,0.773000001907349
"CMR",33,2002,1,1,1,13,222563,0.773000001907349
"CMR",33,2002,1,1,1,14,244317,0.773000001907349
"CMR",33,2002,1,1,1,15,274097,0.773000001907349
"CMR",33,2002,1,1,1,16,313235,0.773000001907349
"CMR",33,2002,1,1,1,17,365045,0.773000001907349
"CMR",33,2002,1,1,1,18,438498,0.773000001907349
"CMR",33,2002,1,1,1,19,569181,0.773000001907349
"CMR",33,2002,1,1,1,20,1259721,0.773000001907349
"COG",45,2002,1,1,1,1,51270,0.181999996304512
"COG",45,2002,1,1,1,2,76701,0.181999996304512
"COG",45,2002,1,1,1,3,94444,0.181999996304512
"COG",45,2002,1,1,1,4,111880,0.181999996304512
"COG",45,2002,1,1,1,5,129361,0.181999996304512
"COG",45,2002,1,1,1,6,143887,0.181999996304512
"COG",45,2002,1,1,1,7,160137,0.181999996304512
"COG",45,2002,1,1,1,8,175426,0.181999996304512
"COG",45,2002,1,1,1,9,190895,0.181999996304512
"COG",45,2002,1,1,1,10,208891,0.181999996304512
"COG",45,2002,1,1,1,11,225919,0.181999996304512
"COG",45,2002,1,1,1,12,246107,0.181999996304512
"COG",45,2002,1,1,1,13,271454,0.181999996304512
"COG",45,2002,1,1,1,14,296351,0.181999996304512
"COG",45,2002,1,1,1,15,330322,0.181999996304512
"COG",45,2002,1,1,1,16,375256,0.181999996304512
"COG",45,2002,1,1,1,17,429882,0.181999996304512
"COG",45,2002,1,1,1,18,509201,0.181999996304512
"COG",45,2002,1,1,1,19,643675,0.181999996304512
"COG",45,2002,1,1,1,20,1196749,0.181999996304512
"COG",45,2005,1,1,1,1,46030.64453125,0.180500000715256
"COG",45,2005,1,1,1,2,55421.5703125,0.180500000715256
"COG",45,2005,1,1,1,3,65102.91796875,0.180500000715256
"COG",45,2005,1,1,1,4,75146.6171875,0.180500000715256
"COG",45,2005,1,1,1,5,85636.8125,0.180500000715256
"COG",45,2005,1,1,1,6,96673.9609375,0.180500000715256
"COG",45,2005,1,1,1,7,108380.28125,0.180500000715256
"COG",45,2005,1,1,1,8,120908.609375,0.180500000715256
"COG",45,2005,1,1,1,9,134452.921875,0.180500000715256
"COG",45,2005,1,1,1,10,149266.9375,0.180500000715256
"COG",45,2005,1,1,1,11,165691.703125,0.180500000715256
"COG",45,2005,1,1,1,12,184199.375,0.180500000715256
"COG",45,2005,1,1,1,13,205470.265625,0.180500000715256
"COG",45,2005,1,1,1,14,230531.46875,0.180500000715256
"COG",45,2005,1,1,1,15,261028.84375,0.180500000715256
"COG",45,2005,1,1,1,16,299816.3125,0.180500000715256
"COG",45,2005,1,1,1,17,352434.375,0.180500000715256
"COG",45,2005,1,1,1,18,431677.25,0.180500000715256
"COG",45,2005,1,1,1,19,578245.8125,0.180500000715256
"COG",45,2005,1,1,1,20,1227588.125,0.180500000715256
"COL",42,1988,3,0,1,1,21531.576171875,1.50034999847412
"COL",42,1988,3,0,1,2,55369.921875,1.50034999847412
"COL",42,1988,3,0,1,3,75614.890625,1.50034999847412
"COL",42,1988,3,0,1,4,92807.71875,1.50034999847412
"COL",42,1988,3,0,1,5,108201.3359375,1.50034999847412
"COL",42,1988,3,0,1,6,124687.09375,1.50034999847412
"COL",42,1988,3,0,1,7,140301.71875,1.50034999847412
"COL",42,1988,3,0,1,8,157614.859375,1.50034999847412
"COL",42,1988,3,0,1,9,176026.796875,1.50034999847412
"COL",42,1988,3,0,1,10,195864.984375,1.50034999847412
"COL",42,1988,3,0,1,11,217523.296875,1.50034999847412
"COL",42,1988,3,0,1,12,243107.171875,1.50034999847412
"COL",42,1988,3,0,1,13,271351.34375,1.50034999847412
"COL",42,1988,3,0,1,14,306940.84375,1.50034999847412
"COL",42,1988,3,0,1,15,348893.53125,1.50034999847412
"COL",42,1988,3,0,1,16,402118.25,1.50034999847412
"COL",42,1988,3,0,1,17,479194.21875,1.50034999847412
"COL",42,1988,3,0,1,18,603013.6875,1.50034999847412
"COL",42,1988,3,0,1,19,838584,1.50034999847412
"COL",42,1988,3,0,1,20,1817742.125,1.50034999847412
"COL",42,1993,3,0,1,1,66148.0390625,1.69749999046326
"COL",42,1993,3,0,1,2,184971.921875,1.69749999046326
"COL",42,1993,3,0,1,3,249567.484375,1.69749999046326
"COL",42,1993,3,0,1,4,306819.96875,1.69749999046326
"COL",42,1993,3,0,1,5,359947.3125,1.69749999046326
"COL",42,1993,3,0,1,6,410364.5,1.69749999046326
"COL",42,1993,3,0,1,7,462776.625,1.69749999046326
"COL",42,1993,3,0,1,8,519343.34375,1.69749999046326
"COL",42,1993,3,0,1,9,578077.3125,1.69749999046326
"COL",42,1993,3,0,1,10,644850.4375,1.69749999046326
"COL",42,1993,3,0,1,11,716991,1.69749999046326
"COL",42,1993,3,0,1,12,796219.5,1.69749999046326
"COL",42,1993,3,0,1,13,887133.6875,1.69749999046326
"COL",42,1993,3,0,1,14,994794.125,1.69749999046326
"COL",42,1993,3,0,1,15,1130499.25,1.69749999046326
"COL",42,1993,3,0,1,16,1314030.625,1.69749999046326
"COL",42,1993,3,0,1,17,1556215.125,1.69749999046326
"COL",42,1993,3,0,1,18,1932607.125,1.69749999046326
"COL",42,1993,3,0,1,19,2626898,1.69749999046326
"COL",42,1993,3,0,1,20,5243249.5,1.69749999046326
"COL",42,1998,3,0,1,1,0,2.04150009155273
"COL",42,1998,3,0,1,2,48272.953125,2.04150009155273
"COL",42,1998,3,0,1,3,147692.25,2.04150009155273
"COL",42,1998,3,0,1,4,267225.28125,2.04150009155273
"COL",42,1998,3,0,1,5,371242,2.04150009155273
"COL",42,1998,3,0,1,6,460317.09375,2.04150009155273
"COL",42,1998,3,0,1,7,561460.375,2.04150009155273
"COL",42,1998,3,0,1,8,636743.1875,2.04150009155273
"COL",42,1998,3,0,1,9,721795.5625,2.04150009155273
"COL",42,1998,3,0,1,10,819490.8125,2.04150009155273
"COL",42,1998,3,0,1,11,925806.1875,2.04150009155273
"COL",42,1998,3,0,1,12,1047638,2.04150009155273
"COL",42,1998,3,0,1,13,1195904.875,2.04150009155273
"COL",42,1998,3,0,1,14,1371181.625,2.04150009155273
"COL",42,1998,3,0,1,15,1584387.25,2.04150009155273
"COL",42,1998,3,0,1,16,1879197,2.04150009155273
"COL",42,1998,3,0,1,17,2321699,2.04150009155273
"COL",42,1998,3,0,1,18,3013036.75,2.04150009155273
"COL",42,1998,3,0,1,19,4375023.5,2.04150009155273
"COL",42,1998,3,0,1,20,11471147,2.04150009155273
"COL",42,2002,3,0,1,1,54601,2.1800000667572
"COL",42,2002,3,0,1,2,243619,2.1800000667572
"COL",42,2002,3,0,1,3,395303,2.1800000667572
"COL",42,2002,3,0,1,4,529498,2.1800000667572
"COL",42,2002,3,0,1,5,659664,2.1800000667572
"COL",42,2002,3,0,1,6,785299,2.1800000667572
"COL",42,2002,3,0,1,7,913953,2.1800000667572
"COL",42,2002,3,0,1,8,1058803,2.1800000667572
"COL",42,2002,3,0,1,9,1208578,2.1800000667572
"COL",42,2002,3,0,1,10,1381271,2.1800000667572
"COL",42,2002,3,0,1,11,1564503,2.1800000667572
"COL",42,2002,3,0,1,12,1780677,2.1800000667572
"COL",42,2002,3,0,1,13,2027272,2.1800000667572
"COL",42,2002,3,0,1,14,2318577,2.1800000667572
"COL",42,2002,3,0,1,15,2684215,2.1800000667572
"COL",42,2002,3,0,1,16,3174130,2.1800000667572
"COL",42,2002,3,0,1,17,3903417,2.1800000667572
"COL",42,2002,3,0,1,18,5033298,2.1800000667572
"COL",42,2002,3,0,1,19,7294095,2.1800000667572
"COL",42,2002,3,0,1,20,19355930,2.1800000667572
"COL",42,2005,3,0,1,1,11.5056400299072,2.24749994277954
"COL",42,2005,3,0,1,2,105803,2.24749994277954
"COL",42,2005,3,0,1,3,298444.9375,2.24749994277954
"COL",42,2005,3,0,1,4,450020.59375,2.24749994277954
"COL",42,2005,3,0,1,5,595530.0625,2.24749994277954
"COL",42,2005,3,0,1,6,727074.0625,2.24749994277954
"COL",42,2005,3,0,1,7,880152.8125,2.24749994277954
"COL",42,2005,3,0,1,8,1055780.375,2.24749994277954
"COL",42,2005,3,0,1,9,1211723.625,2.24749994277954
"COL",42,2005,3,0,1,10,1401123.125,2.24749994277954
"COL",42,2005,3,0,1,11,1611876.375,2.24749994277954
"COL",42,2005,3,0,1,12,1851960.875,2.24749994277954
"COL",42,2005,3,0,1,13,2158574,2.24749994277954
"COL",42,2005,3,0,1,14,2489706.75,2.24749994277954
"COL",42,2005,3,0,1,15,2937813.25,2.24749994277954
"COL",42,2005,3,0,1,16,3504770.5,2.24749994277954
"COL",42,2005,3,0,1,17,4264738,2.24749994277954
"COL",42,2005,3,0,1,18,5467341,2.24749994277954
"COL",42,2005,3,0,1,19,8029605,2.24749994277954
"COL",42,2005,3,0,1,20,20533272,2.24749994277954
"COM",43,1998,1,1,1,1,27057.314453125,0.0659999996423721
"COM",43,1998,1,1,1,2,50732.46484375,0.0659999996423721
"COM",43,1998,1,1,1,3,72112.5703125,0.0659999996423721
"COM",43,1998,1,1,1,4,93371.890625,0.0659999996423721
"COM",43,1998,1,1,1,5,119825.25,0.0659999996423721
"COM",43,1998,1,1,1,6,151231.046875,0.0659999996423721
"COM",43,1998,1,1,1,7,188314.0625,0.0659999996423721
"COM",43,1998,1,1,1,8,239771.296875,0.0659999996423721
"COM",43,1998,1,1,1,9,314903.65625,0.0659999996423721
"COM",43,1998,1,1,1,10,631619.125,0.0659999996423721
"COM",43,2002,1,1,1,1,48077,0.0399999991059303
"COM",43,2002,1,1,1,2,68521,0.0399999991059303
"COM",43,2002,1,1,1,3,81603,0.0399999991059303
"COM",43,2002,1,1,1,4,92665,0.0399999991059303
"COM",43,2002,1,1,1,5,102917,0.0399999991059303
"COM",43,2002,1,1,1,6,114279,0.0399999991059303
"COM",43,2002,1,1,1,7,126434,0.0399999991059303
"COM",43,2002,1,1,1,8,139164,0.0399999991059303
"COM",43,2002,1,1,1,9,153523,0.0399999991059303
"COM",43,2002,1,1,1,10,167947,0.0399999991059303
"COM",43,2002,1,1,1,11,184345,0.0399999991059303
"COM",43,2002,1,1,1,12,202163,0.0399999991059303
"COM",43,2002,1,1,1,13,222563,0.0399999991059303
"COM",43,2002,1,1,1,14,244317,0.0399999991059303
"COM",43,2002,1,1,1,15,274097,0.0399999991059303
"COM",43,2002,1,1,1,16,313235,0.0399999991059303
"COM",43,2002,1,1,1,17,365045,0.0399999991059303
"COM",43,2002,1,1,1,18,438498,0.0399999991059303
"COM",43,2002,1,1,1,19,569181,0.0399999991059303
"COM",43,2002,1,1,1,20,1259721,0.0399999991059303
"COM",43,2005,1,1,1,1,22992.837890625,0.0300249997526407
"COM",43,2005,1,1,1,2,37866.8828125,0.0300249997526407
"COM",43,2005,1,1,1,3,49047.51953125,0.0300249997526407
"COM",43,2005,1,1,1,4,59910.75390625,0.0300249997526407
"COM",43,2005,1,1,1,5,71011.8984375,0.0300249997526407
"COM",43,2005,1,1,1,6,82633.96875,0.0300249997526407
"COM",43,2005,1,1,1,7,94998.140625,0.0300249997526407
"COM",43,2005,1,1,1,8,108326.3359375,0.0300249997526407
"COM",43,2005,1,1,1,9,122873.7109375,0.0300249997526407
"COM",43,2005,1,1,1,10,138960.140625,0.0300249997526407
"COM",43,2005,1,1,1,11,157009.25,0.0300249997526407
"COM",43,2005,1,1,1,12,177608.1875,0.0300249997526407
"COM",43,2005,1,1,1,13,201611.671875,0.0300249997526407
"COM",43,2005,1,1,1,14,230329.328125,0.0300249997526407
"COM",43,2005,1,1,1,15,265906.5625,0.0300249997526407
"COM",43,2005,1,1,1,16,312170.90625,0.0300249997526407
"COM",43,2005,1,1,1,17,376841.25,0.0300249997526407
"COM",43,2005,1,1,1,18,478749.375,0.0300249997526407
"COM",43,2005,1,1,1,19,683531.1875,0.0300249997526407
"COM",43,2005,1,1,1,20,2997795.5,0.0300249997526407
"CPV",35,2002,1,1,1,1,12389,0.0199999995529652
"CPV",35,2002,1,1,1,2,18955,0.0199999995529652
"CPV",35,2002,1,1,1,3,23408,0.0199999995529652
"CPV",35,2002,1,1,1,4,27228,0.0199999995529652
"CPV",35,2002,1,1,1,5,31092,0.0199999995529652
"CPV",35,2002,1,1,1,6,35003,0.0199999995529652
"CPV",35,2002,1,1,1,7,39587,0.0199999995529652
"CPV",35,2002,1,1,1,8,43994,0.0199999995529652
"CPV",35,2002,1,1,1,9,48848,0.0199999995529652
"CPV",35,2002,1,1,1,10,54132,0.0199999995529652
"CPV",35,2002,1,1,1,11,60535,0.0199999995529652
"CPV",35,2002,1,1,1,12,67526,0.0199999995529652
"CPV",35,2002,1,1,1,13,75126,0.0199999995529652
"CPV",35,2002,1,1,1,14,84765,0.0199999995529652
"CPV",35,2002,1,1,1,15,95700,0.0199999995529652
"CPV",35,2002,1,1,1,16,110792,0.0199999995529652
"CPV",35,2002,1,1,1,17,132272,0.0199999995529652
"CPV",35,2002,1,1,1,18,171238,0.0199999995529652
"CPV",35,2002,1,1,1,19,240284,0.0199999995529652
"CPV",35,2002,1,1,1,20,602291,0.0199999995529652
"CPV",35,2005,1,1,1,1,16060.7392578125,0.0254999995231628
"CPV",35,2005,1,1,1,2,24019.6640625,0.0254999995231628
"CPV",35,2005,1,1,1,3,29248.572265625,0.0254999995231628
"CPV",35,2005,1,1,1,4,33688.92578125,0.0254999995231628
"CPV",35,2005,1,1,1,5,38814.09765625,0.0254999995231628
"CPV",35,2005,1,1,1,6,43963.19921875,0.0254999995231628
"CPV",35,2005,1,1,1,7,49017.640625,0.0254999995231628
"CPV",35,2005,1,1,1,8,54216.2734375,0.0254999995231628
"CPV",35,2005,1,1,1,9,60216.02734375,0.0254999995231628
"CPV",35,2005,1,1,1,10,66825.875,0.0254999995231628
"CPV",35,2005,1,1,1,11,73518.6640625,0.0254999995231628
"CPV",35,2005,1,1,1,12,81306.3671875,0.0254999995231628
"CPV",35,2005,1,1,1,13,90431.375,0.0254999995231628
"CPV",35,2005,1,1,1,14,101291.0703125,0.0254999995231628
"CPV",35,2005,1,1,1,15,116430.4453125,0.0254999995231628
"CPV",35,2005,1,1,1,16,133106.265625,0.0254999995231628
"CPV",35,2005,1,1,1,17,159360.375,0.0254999995231628
"CPV",35,2005,1,1,1,18,200425.140625,0.0254999995231628
"CPV",35,2005,1,1,1,19,273493.75,0.0254999995231628
"CPV",35,2005,1,1,1,20,662108.625,0.0254999995231628
"CRI",46,1988,3,0,1,1,7774.62060546875,0.266999989748001
"CRI",46,1988,3,0,1,2,17344.982421875,0.266999989748001
"CRI",46,1988,3,0,1,3,24849.72265625,0.266999989748001
"CRI",46,1988,3,0,1,4,32126.1015625,0.266999989748001
"CRI",46,1988,3,0,1,5,40108.32421875,0.266999989748001
"CRI",46,1988,3,0,1,6,49543.74609375,0.266999989748001
"CRI",46,1988,3,0,1,7,60816.421875,0.266999989748001
"CRI",46,1988,3,0,1,8,76459.0859375,0.266999989748001
"CRI",46,1988,3,0,1,9,104671.9296875,0.266999989748001
"CRI",46,1988,3,0,1,10,213807.25,0.266999989748001
"CRI",46,1993,3,0,1,1,25905.984375,0.300000011920929
"CRI",46,1993,3,0,1,2,53663.6328125,0.300000011920929
"CRI",46,1993,3,0,1,3,73415.8046875,0.300000011920929
"CRI",46,1993,3,0,1,4,93354.6640625,0.300000011920929
"CRI",46,1993,3,0,1,5,116342.90625,0.300000011920929
"CRI",46,1993,3,0,1,6,140425.84375,0.300000011920929
"CRI",46,1993,3,0,1,7,173689.015625,0.300000011920929
"CRI",46,1993,3,0,1,8,221786.03125,0.300000011920929
"CRI",46,1993,3,0,1,9,302581.96875,0.300000011920929
"CRI",46,1993,3,0,1,10,617714.6875,0.300000011920929
"CRI",46,1998,3,0,1,1,13.4274063110352,0.176499992609024
"CRI",46,1998,3,0,1,2,35649.765625,0.176499992609024
"CRI",46,1998,3,0,1,3,77395.5703125,0.176499992609024
"CRI",46,1998,3,0,1,4,111756.3046875,0.176499992609024
"CRI",46,1998,3,0,1,5,138369.4375,0.176499992609024
"CRI",46,1998,3,0,1,6,163908.359375,0.176499992609024
"CRI",46,1998,3,0,1,7,188869.90625,0.176499992609024
"CRI",46,1998,3,0,1,8,213656.90625,0.176499992609024
"CRI",46,1998,3,0,1,9,241357.640625,0.176499992609024
"CRI",46,1998,3,0,1,10,270186.28125,0.176499992609024
"CRI",46,1998,3,0,1,11,302304.625,0.176499992609024
"CRI",46,1998,3,0,1,12,340317.625,0.176499992609024
"CRI",46,1998,3,0,1,13,382546.84375,0.176499992609024
"CRI",46,1998,3,0,1,14,428723.6875,0.176499992609024
"CRI",46,1998,3,0,1,15,490744.875,0.176499992609024
"CRI",46,1998,3,0,1,16,571094.4375,0.176499992609024
"CRI",46,1998,3,0,1,17,671934.25,0.176499992609024
"CRI",46,1998,3,0,1,18,828135.3125,0.176499992609024
"CRI",46,1998,3,0,1,19,1117361.75,0.176499992609024
"CRI",46,1998,3,0,1,20,2187875.25,0.176499992609024
"CRI",46,2002,3,0,1,1,29728,0.200000002980232
"CRI",46,2002,3,0,1,2,108676,0.200000002980232
"CRI",46,2002,3,0,1,3,159597,0.200000002980232
"CRI",46,2002,3,0,1,4,204634,0.200000002980232
"CRI",46,2002,3,0,1,5,245094,0.200000002980232
"CRI",46,2002,3,0,1,6,283333,0.200000002980232
"CRI",46,2002,3,0,1,7,321006,0.200000002980232
"CRI",46,2002,3,0,1,8,359417,0.200000002980232
"CRI",46,2002,3,0,1,9,403049,0.200000002980232
"CRI",46,2002,3,0,1,10,452154,0.200000002980232
"CRI",46,2002,3,0,1,11,501217,0.200000002980232
"CRI",46,2002,3,0,1,12,559385,0.200000002980232
"CRI",46,2002,3,0,1,13,629466,0.200000002980232
"CRI",46,2002,3,0,1,14,712809,0.200000002980232
"CRI",46,2002,3,0,1,15,807350,0.200000002980232
"CRI",46,2002,3,0,1,16,931766,0.200000002980232
"CRI",46,2002,3,0,1,17,1103971,0.200000002980232
"CRI",46,2002,3,0,1,18,1377821,0.200000002980232
"CRI",46,2002,3,0,1,19,1873093,0.200000002980232
"CRI",46,2002,3,0,1,20,3958534,0.200000002980232
"CRI",46,2005,3,0,1,1,74462.015625,0.216499999165535
"CRI",46,2005,3,0,1,2,175546.515625,0.216499999165535
"CRI",46,2005,3,0,1,3,240000.59375,0.216499999165535
"CRI",46,2005,3,0,1,4,296744.78125,0.216499999165535
"CRI",46,2005,3,0,1,5,350693.3125,0.216499999165535
"CRI",46,2005,3,0,1,6,402017.1875,0.216499999165535
"CRI",46,2005,3,0,1,7,456880.25,0.216499999165535
"CRI",46,2005,3,0,1,8,508017.3125,0.216499999165535
"CRI",46,2005,3,0,1,9,566460.875,0.216499999165535
"CRI",46,2005,3,0,1,10,620150.1875,0.216499999165535
"CRI",46,2005,3,0,1,11,687336.1875,0.216499999165535
"CRI",46,2005,3,0,1,12,767067.0625,0.216499999165535
"CRI",46,2005,3,0,1,13,861578.5625,0.216499999165535
